cenario_id;requisito;origem;titulo_original;spec;linha;status_auditoria;observacao
V4:SEG-03:S001;SEG-03;v4;Tentativa de acesso cross-tenant por troca de ID é negada;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;108;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-03:S002;SEG-03;v4;Ação sensível gera registro de auditoria completo;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;113;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-03:S003;SEG-03;v4;Expurgo de logs Loki não elimina evidência de cobrança;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;118;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-04:S001;CFG-04;v4;Publicação recusa configuração de retry com max_attempts inválido;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;126;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-04:S002;CFG-04;v4;Portal exibe origem do valor resolvido e impede override silencioso;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;131;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-04:S003;CFG-04;v4;Alteração em voo não estende deadline do pedido;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;136;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-04:S004;CFG-04;v4;Retomada após limite emergencial começa conservadoramente;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;141;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-04:S001;SEG-04;v4;Tentativa de acesso cross-tenant por cliente é negada sem revelar existência;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;149;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-04:S002;SEG-04;v4;hub_protocol_reader consulta protocolo de outro tenant com dados mascarados e auditados;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;154;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-04:S003;SEG-04;v4;Privilégio administrativo não é aceito por flag em JWT de cliente;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;159;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-04:S004;SEG-04;v4;Portal administrativo não usa superusuário PostgreSQL nem desativa RLS globalmente;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;164;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-04:S005;SEG-04;v4;Resposta parcial quando apenas parte das células responde;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;169;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-05:S001;CFG-05;v4;Interface não permite leitura de segredo em claro;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;177;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-05:S002;CFG-05;v4;Ausência de endpoint de teste não autoriza execução real invisível;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;182;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-05:S003;CFG-05;v4;Cliente não pode escolher secret_ref arbitrário nem ler cofre do Hub;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;187;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-05:S004;CFG-05;v4;Suspensão de vínculo afeta apenas os protocolos daquele vínculo;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;192;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-06:S001;CFG-06;v4;Reserva de capacidade concorrente e idempotente evita dupla promessa;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;200;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-06:S002;CFG-06;v4;Onboarding retomado após crash não duplica recursos nem publica rota prematuramente;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;205;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-06:S003;CFG-06;v4;Orçamento esgotado aparece como impedimento explícito antes da saturação;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;210;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:CFG-06:S004;CFG-06;v4;Desativação de cliente drena obrigações sem destruir recursos compartilhados;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;215;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-05:S001;SEG-05;v4;Credencial dedicada indisponível não recorre a fallback compartilhado ou de outro tenant;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;223;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-05:S002;SEG-05;v4;Rotação de segredo mantém sobreposição controlada e preserva operações em voo;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;228;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-05:S003;SEG-05;v4;Cofre indisponível limita uso do material cacheado ao menor limite de validade;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;233;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-05:S004;SEG-05;v4;Perfil hub_protocol_reader não obtém valor secreto;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;238;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:SEG-05:S005;SEG-05;v4;Revogação emergencial prevalece sobre TTL de retry em voo;openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md;243;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-01:S001;FIN-01;v4;Conta de provedor vinculada a contrato de compra completo;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;8;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-01:S002;FIN-01;v4;Tabela ausente ou ambígua bloqueia publicação, não é custo zero;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;13;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-01:S003;FIN-01;v4;Contrato vencido bloqueia novas operações mas respeita continuidade acordada;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;18;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-01:S004;FIN-01;v4;Versão de aquisição registrada por operação orienta polls posteriores;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;23;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-02:S001;FIN-02;v4;Contrato de venda com todos os campos exigidos;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;31;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-02:S002;FIN-02;v4;Configuração diferencia faixa progressiva marginal de faixa por volume total;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;36;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-02:S003;FIN-02;v4;Franquia sem rollover e sem devolução automática por default;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;41;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-02:S004;FIN-02;v4;Quota de tráfego não é confundida com franquia financeira;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;46;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-03:S001;FIN-03;v4;Snapshot fixa contrato, versão da oferta e instantes do fato;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;54;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-03:S002;FIN-03;v4;Alteração de tabela não reprifica protocolos em voo;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;59;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-03:S003;FIN-03;v4;Exceção temporal para polls cobrados pela tabela vigente no instante da consulta;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;64;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-03:S004;FIN-03;v4;Contratos sobrepostos exigem prioridade explícita;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;69;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-03:S005;FIN-03;v4;Aditivo retroativo preserva cálculo original com lançamento de ajuste;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;74;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-03:S006;FIN-03;v4;Revogação de segurança gera evidência sem reescrever contrato ou custo incorrido;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;79;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-04:S001;FIN-04;v4;Libra aplica contrato a partir de fatos duráveis, não de logs técnicos;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;87;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-04:S002;FIN-04;v4;Receita por produto é uma unidade elegível apesar de múltiplos passos;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;92;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-04:S003;FIN-04;v4;Custo por operação preserva identidade entre retransmissões;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;97;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-04:S004;FIN-04;v4;Custo incerto é registrado como provisão, nunca como zero definitivo;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;102;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S001;FIN-05;v4;Pedido recusado antes do aceite não gera receita nem custo;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;110;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S002;FIN-05;v4;Pedido aceito ainda pendente segue o marco contratado sem presumir final;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;115;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S003;FIN-05;v4;Sucesso válido gera receita pelo medidor previsto e custo comprovado;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;120;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S004;FIN-05;v4;"""Não encontrado"" válido segue a semântica do serviço mesmo sem dados";openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;125;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S005;FIN-05;v4;Falha técnica conhecida não gera receita de sucesso por default, mas pode gerar custo;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;130;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S006;FIN-05;v4;Resultado parcial de produto usa preço de parcialidade publicado;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;135;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S007;FIN-05;v4;Falha ou reentrega de webhook não altera receita nem reexecuta o provedor;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;140;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S008;FIN-05;v4;GET de resultado armazenado não gera nova receita nem nova chamada externa;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;145;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S009;FIN-05;v4;Callback e polling do mesmo final geram uma única unidade de receita;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;150;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S010;FIN-05;v4;Failover autorizado após incerteza contabiliza ambos os custos comprovados;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;155;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S011;FIN-05;v4;Cancelamento ou compensação segue regra de estorno explícita sem eliminar custo original;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;160;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S012;FIN-05;v4;Resultado corrigido gera ajuste rastreável sem assumir cancelamento do custo original;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;165;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S013;FIN-05;v4;Final tardio após EXPIRED/SLA_EXCEEDED não gera receita de sucesso;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;170;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-05:S014;FIN-05;v4;Contrato omitindo linha aplicável não é habilitado para faturamento automático;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;175;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-06:S001;FIN-06;v4;Reserva atômica obrigatória antes de qualquer efeito externo em teto estrito;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;183;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-06:S002;FIN-06;v4;Libra indisponível mantém pendência até o prazo, negação exige falha conhecida;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;188;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-06:S003;FIN-06;v4;Reserva cobre o máximo autorizável ou o contrato não é oferecido como teto estrito;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;193;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-06:S004;FIN-06;v4;Expiração de reserva não libera saldo de operação em voo sem reconciliar;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;198;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-06:S005;FIN-06;v4;Pós-pago sem teto estrito continua processando dentro do limite de risco aprovado;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;203;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-07:S001;FIN-07;v4;Receita a receber e obrigação a pagar são lançamentos distintos;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;211;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-07:S002;FIN-07;v4;Arredondamento declarado e totais reproduzem o mesmo cálculo sem ponto flutuante monetário;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;216;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-07:S003;FIN-07;v4;Moedas distintas não são somadas sem câmbio explícito;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;221;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-07:S004;FIN-07;v4;Lançamento publicado é imutável, correção usa lançamento inverso ou ajuste vinculado;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;226;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-07:S005;FIN-07;v4;Fechamento não deixa fato elegível silenciosamente não apurado;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;231;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-08:S001;FIN-08;v4;Ciclo de venda segue os estados definidos sem marcar PAGO/RECEBIDO na exportação;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;239;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-08:S002;FIN-08;v4;Agregação sem granularidade suficiente abre divergência, não casamento aproximado;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;244;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-08:S003;FIN-08;v4;Fato tardio após fechamento não altera fatura emitida silenciosamente;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;249;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-08:S004;FIN-08;v4;Transferência bancária automática e emissão fiscal não estão autorizadas;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;254;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-08:S005;FIN-08;v4;Ajuste manual, aprovação e confirmação de pagamento exigem segregação de funções;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;259;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-09:S001;FIN-09;v4;Produto em pacote reconhece receita e custo compostos sem alteração por GET/callback;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;267;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-09:S002;FIN-09;v4;Franquia mensal com excedente calcula parcelas distintas;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;272;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-09:S003;FIN-09;v4;Faixa progressiva marginal aplica preço apenas à parcela dentro de cada faixa;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;277;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-09:S004;FIN-09;v4;Faixa por volume total aplica a faixa atingida a todo o volume elegível;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;282;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-09:S005;FIN-09;v4;Incerteza com failover autorizado contabiliza o custo dos dois provedores comprovados;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;287;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-09:S006;FIN-09;v4;Correção de cobrança indevida gera estorno vinculado com lote balanceado;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;292;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-10:S001;FIN-10;v4;EXPIRED por SLA não gera receita de sucesso mesmo com conclusão tardia do provedor;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;300;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-10:S002;FIN-10;v4;Custo do provedor não é eliminado automaticamente pela rejeição no hub;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;305;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-10:S003;FIN-10;v4;Crédito prometido não confirmado não reduz obrigação sem regra aprovada;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;310;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-10:S004;FIN-10;v4;Diagnósticos de desenvolvedores não alteram ledger, ajuste ou liquidação;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;315;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-10:S005;FIN-10;v4;Controle adaptativo registra retries extras sem alterar preço ou unidade contratada;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;320;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-11:S001;FIN-11;v4;Settlement_party é explícito por vínculo, não inferido pelo nome do segredo;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;328;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-11:S002;FIN-11;v4;SHARED_HUB comprado pelo Hub segrega consumo e mantém venda independente;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;333;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-11:S003;FIN-11;v4;TENANT_DEDICATED comprado pelo Hub não elimina obrigação de compra;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;338;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-11:S004;FIN-11;v4;TENANT_DEDICATED com compra direta do cliente não gera conta a pagar pelo Hub;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;343;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-11:S005;FIN-11;v4;Rotação de segredo não reinicia medidor, quota ou franquia;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;348;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-11:S006;FIN-11;v4;Fato de consumo conserva identificadores completos sem expor valor do segredo;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;353;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:FIN-11:S007;FIN-11;v4;Falha de Libra não autoriza fallback automático de credencial ou pagador;openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md;358;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-01:S001;DEC-01;v4;ADR-04 mantém a custódia do resultado no Hub;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;8;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-01:S002;DEC-01;v4;ADR-06 recusa promessa de exactly-once sem suporte externo;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;13;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-01:S003;DEC-01;v4;ADR-05 mantém deadline rígido e TTL sem renovação;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;18;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-01:S004;DEC-01;v4;Pendências de implantação não decididas por ADR ficam registradas em DEC-02;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;23;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-02:S001;DEC-02;v4;P-08 bloqueia a promessa de ausência de perda regional até desenho e prova de recuperação;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;31;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-02:S002;DEC-02;v4;P-10 bloqueia oferta com impacto em vida/segurança até perfil de criticidade aprovado;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;36;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-02:S003;DEC-02;v4;P-11 bloqueia o gate ppd de expansão automática até envelopes e quotas aprovados;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;41;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
V4:DEC-02:S004;DEC-02;v4;P-01 bloqueia IaC remota e o gate ppd até a topologia de plataforma ser aprovada;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md;46;PENDENTE_REQUALIFICACAO;"Identidade de auditoria derivada de requisito+ordem; spec v4 preservada."
