id;titulo;origem;status_auditoria;achados_r3;requisitos_r3;spec_origem;tarefas_herdadas;criterio
DAD-01;Bancos e propriedade;v4;PARCIAL_COM_LACUNA_R3;F-R3-23;R3-OPE-04;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-02;Modelo lógico mínimo;v4;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-03;Transações e referências;v4;PARCIAL_COM_LACUNA_R3;F-R3-03,F-R3-17;R3-EXE-03,R3-FIN-01;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-04;Resultado como fonte de consulta;v4;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-06,F-R3-07,F-R3-14,F-R3-19,F-R3-20;R3-EXE-02,R3-CAT-01,R3-CAT-02,R3-ADM-02,R3-FIN-03,R3-OPE-01;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-05;Arquivos e atomicidade com objetos;v4;PARCIAL_COM_LACUNA_R3;F-R3-20;R3-OPE-01;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-06;Retenção e expurgo;v4;PARCIAL_COM_LACUNA_R3;F-R3-20;R3-OPE-01;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-07;Isolamento, recuperação e auditoria;v4;PARCIAL_COM_LACUNA_R3;F-R3-21,F-R3-23;R3-OPE-02,R3-OPE-04;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-08;Persistência adicional de contrato, prazo e pressão;v4;PARCIAL_COM_LACUNA_R3;F-R3-07,F-R3-09,F-R3-20;R3-CAT-02,R3-CAT-04,R3-OPE-01;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-09;Dependência mínima de escrita, sem custódia fictícia;v4;PARCIAL_COM_LACUNA_R3;F-R3-03,F-R3-09,F-R3-11,F-R3-20,F-R3-23;R3-EXE-03,R3-CAT-04,R3-INT-02,R3-OPE-01,R3-OPE-04;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-10;Cache dispensável e continuidade de leitura;v4;PARCIAL_COM_LACUNA_R3;F-R3-07,F-R3-09,F-R3-11,F-R3-23;R3-CAT-02,R3-CAT-04,R3-INT-02,R3-OPE-04;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
DAD-11;Dados, placement e crescimento de células;v4;PARCIAL_COM_LACUNA_R3;F-R3-09,F-R3-17,F-R3-22;R3-CAT-04,R3-FIN-01,R3-OPE-03;openspec/changes/hub-interoperabilidade-v4/specs/persistencia-e-dados/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
QUA-01;Estratégia de engenharia;v4;PARCIAL_COM_LACUNA_R3;F-R3-05,F-R3-21,F-R3-25;R3-EXE-05,R3-OPE-02,R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
QUA-02;Casos críticos de falha e concorrência;v4;PARCIAL_COM_LACUNA_R3;F-R3-05,F-R3-25;R3-EXE-05,R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
QUA-03;Critérios de aceite e evidência;v4;PARCIAL_COM_LACUNA_R3;F-R3-16,F-R3-25;R3-ADM-04,R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
QUA-04;Gates e definição de pronto;v4;PARCIAL_COM_LACUNA_R3;F-R3-16,F-R3-21,F-R3-25;R3-ADM-04,R3-OPE-02,R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
QUA-05;Qualificação dos incrementos v3;v4;PARCIAL_COM_LACUNA_R3;F-R3-05,F-R3-25;R3-EXE-05,R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
QUA-06;Qualificação integrada da v4;v4;PARCIAL_COM_LACUNA_R3;F-R3-05,F-R3-25;R3-EXE-05,R3-QUA-01;openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md;hub-interoperabilidade-v4/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-SEG-01;Identidade autenticada e autorização por recurso;R2;PARCIAL_COM_LACUNA_R3;F-R3-13;R3-ADM-01;openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md;r2-01-identidade-e-isolamento/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-SEG-02;Workloads com menor privilégio;R2;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md;r2-01-identidade-e-isolamento/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-SEG-03;Leitura administrativa individual entre tenants;R2;PARCIAL_COM_LACUNA_R3;F-R3-13;R3-ADM-01;openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md;r2-01-identidade-e-isolamento/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-SEG-04;Destinos externos e callbacks protegidos;R2;PARCIAL_COM_LACUNA_R3;F-R3-02;R3-EXE-02;openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md;r2-01-identidade-e-isolamento/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-SEG-05;Sessão administrativa e trilha de alterações;R2;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md;r2-01-identidade-e-isolamento/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-01;Aceite e intenção recuperáveis em todas as modalidades;R2;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-02;Idempotência concorrente com UUID recuperável;R2;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-03;Um dono de despacho e tentativa anterior ao efeito;R2;PARCIAL_COM_LACUNA_R3;F-R3-03;R3-EXE-03;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-04;Resultado externo válido e durável;R2;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-06;R3-EXE-02,R3-CAT-01;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-05;Inbox, outbox e confirmação de mensagens;R2;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-05;R3-EXE-02,R3-EXE-05;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-06;Deadline por confirmação durável e final tardio;R2;PARCIAL_COM_LACUNA_R3;F-R3-04;R3-EXE-04;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-07;SYNC direto e AUTO com espera limitada;R2;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-08;Representação final única por contrato de cliente;R2;PARCIAL_COM_LACUNA_R3;F-R3-07,F-R3-19;R3-CAT-02,R3-FIN-03;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-EXE-09;Reconciliação de obrigações sem reexecutar efeitos;R2;PARCIAL_COM_LACUNA_R3;F-R3-03;R3-EXE-03;openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md;r2-02-execucao-duravel-e-resultados/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-01;Adapter executável homologado por capacidade;R2;PARCIAL_COM_LACUNA_R3;F-R3-01;R3-EXE-01;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-02;Credencial efetiva vinculada ao cliente e à conta;R2;PARCIAL_COM_LACUNA_R3;F-R3-01,F-R3-11;R3-EXE-01,R3-INT-02;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-03;Segredos reais e cache dispensável;R2;PARCIAL_COM_LACUNA_R3;F-R3-11;R3-INT-02;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-04;Polling e callback combináveis e coordenados;R2;PARCIAL_COM_LACUNA_R3;F-R3-02,F-R3-04;R3-EXE-02,R3-EXE-04;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-05;Janela absoluta de retry e classificação de falha;R2;PARCIAL_COM_LACUNA_R3;F-R3-03,F-R3-04;R3-EXE-03,R3-EXE-04;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-06;Controle adaptativo global por domínio de capacidade;R2;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12;R3-INT-01,R3-INT-03;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-07;Entrega ao cliente com identidade e política próprias;R2;PARCIAL_COM_LACUNA_R3;F-R3-19;R3-FIN-03;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-INT-08;SLA do provedor separado de SLA do cliente;R2;PARCIAL_COM_LACUNA_R3;F-R3-04,F-R3-24;R3-EXE-04,R3-OPE-05;openspec/changes/r2-03-integracoes-credenciais-e-pressao/specs/integracoes-credenciais-e-pressao/spec.md;r2-03-integracoes-credenciais-e-pressao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-01;Catálogo versionado com publicação governada;R2;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-02;Ofertas por cliente e roteamento autorizado;R2;PARCIAL_COM_LACUNA_R3;F-R3-07;R3-CAT-02;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-03;Agregação paralela limitada;R2;PARCIAL_COM_LACUNA_R3;F-R3-08;R3-CAT-03;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-04;Composição por DAG e compensações;R2;PARCIAL_COM_LACUNA_R3;F-R3-08;R3-CAT-03;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-05;Perfis técnicos de entrada e saída por cliente;R2;PARCIAL_COM_LACUNA_R3;F-R3-06,F-R3-07;R3-CAT-01,R3-CAT-02;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-06;Snapshot e projeções independentes de consulta por pedido;R2;PARCIAL_COM_LACUNA_R3;F-R3-07,F-R3-09;R3-CAT-02,R3-CAT-04;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-07;Importação segura e inventário executável distinto;R2;REQUALIFICACAO_INTEGRAL_PENDENTE;;;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-CAT-08;Consulta administrativa persistente e onboarding;R2;PARCIAL_COM_LACUNA_R3;F-R3-09;R3-CAT-04;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;r2-04-catalogo-produtos-e-contratos/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-01;Sessão, contexto e navegação administrativa;R2;PARCIAL_COM_LACUNA_R3;F-R3-13;R3-ADM-01;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-02;Listagens reais e detalhe editável;R2;PARCIAL_COM_LACUNA_R3;F-R3-16;R3-ADM-04;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-03;Clientes, aplicações e ofertas contratadas;R2;PARCIAL_COM_LACUNA_R3;F-R3-16;R3-ADM-04;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-04;Catálogo importado e serviços executáveis;R2;PARCIAL_COM_LACUNA_R3;F-R3-01;R3-EXE-01;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-05;Produtos agregados e compostos;R2;PARCIAL_COM_LACUNA_R3;F-R3-08;R3-CAT-03;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-06;Provedores, vínculos e saúde de integração;R2;PARCIAL_COM_LACUNA_R3;F-R3-16;R3-ADM-04;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-07;Contratos técnicos e políticas temporais;R2;PARCIAL_COM_LACUNA_R3;F-R3-16;R3-ADM-04;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-08;Busca e timeline operacional de protocolos;R2;PARCIAL_COM_LACUNA_R3;F-R3-14;R3-ADM-02;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-09;Entregas e reprocessamento com segurança de efeito;R2;PARCIAL_COM_LACUNA_R3;F-R3-14,F-R3-19;R3-ADM-02,R3-FIN-03;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-10;SLA bilateral e painéis operacionais consultáveis;R2;PARCIAL_COM_LACUNA_R3;F-R3-14,F-R3-24;R3-ADM-02,R3-OPE-05;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-11;Financeiro de compra, venda e conciliação;R2;PARCIAL_COM_LACUNA_R3;F-R3-15;R3-ADM-03;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-ADM-12;Qualidade de uso, acessibilidade e integração real;R2;PARCIAL_COM_LACUNA_R3;F-R3-16;R3-ADM-04;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;r2-05-console-administrativo/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-FIN-01;Compra, venda e incidência por snapshot;R2;PARCIAL_COM_LACUNA_R3;F-R3-18;R3-FIN-02;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;r2-06-financeiro-auditavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-FIN-02;Medição exata e deduplicação econômica;R2;PARCIAL_COM_LACUNA_R3;F-R3-18;R3-FIN-02;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;r2-06-financeiro-auditavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-FIN-03;Saldo estrito e retenção de incerteza;R2;PARCIAL_COM_LACUNA_R3;F-R3-17;R3-FIN-01;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;r2-06-financeiro-auditavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-FIN-04;Planos, franquias e política de produto;R2;PARCIAL_COM_LACUNA_R3;F-R3-17;R3-FIN-01;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;r2-06-financeiro-auditavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-FIN-05;Ledger imutável e ajustes compensatórios;R2;PARCIAL_COM_LACUNA_R3;F-R3-15;R3-ADM-03;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;r2-06-financeiro-auditavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-FIN-06;Fechamento, reconciliação e integração financeira;R2;PARCIAL_COM_LACUNA_R3;F-R3-15,F-R3-18;R3-ADM-03,R3-FIN-02;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;r2-06-financeiro-auditavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-DAD-01;Upload direto e referência imutável por tenant;R2;PARCIAL_COM_LACUNA_R3;F-R3-20;R3-OPE-01;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;r2-07-objetos-dados-e-retencao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-DAD-02;Custódia de resultado volumoso;R2;PARCIAL_COM_LACUNA_R3;F-R3-20;R3-OPE-01;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;r2-07-objetos-dados-e-retencao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-DAD-03;Retenção por classe e obrigações abertas;R2;PARCIAL_COM_LACUNA_R3;F-R3-20;R3-OPE-01;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;r2-07-objetos-dados-e-retencao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-DAD-04;Propriedade, RLS e continuidade de leitura;R2;PARCIAL_COM_LACUNA_R3;F-R3-23;R3-OPE-04;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;r2-07-objetos-dados-e-retencao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-DAD-05;Restauração reconciliada sem duplicar efeito;R2;PARCIAL_COM_LACUNA_R3;F-R3-23;R3-OPE-04;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;r2-07-objetos-dados-e-retencao/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-01;Plataforma local completa e persistente;R2;PARCIAL_COM_LACUNA_R3;F-R3-21;R3-OPE-02;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-02;Kubernetes e cinco ambientes coerentes;R2;PARCIAL_COM_LACUNA_R3;F-R3-21;R3-OPE-02;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-03;Probes por capacidade e drenagem;R2;PARCIAL_COM_LACUNA_R3;F-R3-22;R3-OPE-03;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-04;Escala de pods, nós e dados sem chamados rotineiros;R2;PARCIAL_COM_LACUNA_R3;F-R3-22;R3-OPE-03;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-05;Placement, fencing e recursos por ambiente e célula;R2;PARCIAL_COM_LACUNA_R3;F-R3-22;R3-OPE-03;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-06;Fallback seletivo e dependências mínimas;R2;PARCIAL_COM_LACUNA_R3;F-R3-09,F-R3-11,F-R3-23;R3-CAT-04,R3-INT-02,R3-OPE-04;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-07;Telemetria e SLA com investigação acionável;R2;PARCIAL_COM_LACUNA_R3;F-R3-24;R3-OPE-05;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-08;Segurança e reprodutibilidade de infraestrutura;R2;PARCIAL_COM_LACUNA_R3;F-R3-21;R3-OPE-02;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-OPE-09;SLO, isolamento e continuidade qualificados;R2;PARCIAL_COM_LACUNA_R3;F-R3-10,F-R3-12,F-R3-22;R3-INT-01,R3-INT-03,R3-OPE-03;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;r2-08-operacao-elastica-e-observavel/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-QUA-01;Rastreabilidade do alvo até evidência;R2;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;r2-09-qualificacao-e-rastreabilidade/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-QUA-02;Fixtures e oráculos independentes reproduzíveis;R2;PARCIAL_COM_LACUNA_R3;F-R3-05,F-R3-25;R3-EXE-05,R3-QUA-01;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;r2-09-qualificacao-e-rastreabilidade/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-QUA-03;Gates de contrato, experiência e operação;R2;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;r2-09-qualificacao-e-rastreabilidade/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
R2-QUA-04;Evolução OpenSpec e baseline sem falso arquivamento;R2;PARCIAL_COM_LACUNA_R3;F-R3-25;R3-QUA-01;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;r2-09-qualificacao-e-rastreabilidade/tasks.md;"Executar cenários originais completos; ausência de novo achado não é conformidade."
