requisito;origem;titulo;spec;linha;spec_digest
R2-CAT-07;R2;Importação segura e inventário executável distinto;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;149;a68dd4755d071467a9c9bffb95d73edec71608081d47156e22d7ac5e29ac3907
R2-CAT-08;R2;Consulta administrativa persistente e onboarding;openspec/changes/r2-04-catalogo-produtos-e-contratos/specs/catalogo-produtos-e-contratos-versionados/spec.md;173;a68dd4755d071467a9c9bffb95d73edec71608081d47156e22d7ac5e29ac3907
R2-ADM-01;R2;Sessão, contexto e navegação administrativa;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;5;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-02;R2;Listagens reais e detalhe editável;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;29;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-03;R2;Clientes, aplicações e ofertas contratadas;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;53;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-04;R2;Catálogo importado e serviços executáveis;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;77;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-05;R2;Produtos agregados e compostos;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;101;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-06;R2;Provedores, vínculos e saúde de integração;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;125;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-07;R2;Contratos técnicos e políticas temporais;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;149;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-08;R2;Busca e timeline operacional de protocolos;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;173;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-09;R2;Entregas e reprocessamento com segurança de efeito;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;197;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-10;R2;SLA bilateral e painéis operacionais consultáveis;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;221;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-11;R2;Financeiro de compra, venda e conciliação;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;245;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-ADM-12;R2;Qualidade de uso, acessibilidade e integração real;openspec/changes/r2-05-console-administrativo/specs/console-administrativo-operavel/spec.md;269;cbcb3fa2ebc1b22624d001ee10af985d27ce4d4b416b0fea916a83988f206277
R2-FIN-01;R2;Compra, venda e incidência por snapshot;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;5;3fc2ee8e73d68fe1c6d6572c9c9e5c0634b663e92cd397f47ee4cc33b7338397
R2-FIN-02;R2;Medição exata e deduplicação econômica;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;29;3fc2ee8e73d68fe1c6d6572c9c9e5c0634b663e92cd397f47ee4cc33b7338397
R2-FIN-03;R2;Saldo estrito e retenção de incerteza;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;53;3fc2ee8e73d68fe1c6d6572c9c9e5c0634b663e92cd397f47ee4cc33b7338397
R2-FIN-04;R2;Planos, franquias e política de produto;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;83;3fc2ee8e73d68fe1c6d6572c9c9e5c0634b663e92cd397f47ee4cc33b7338397
R2-FIN-05;R2;Ledger imutável e ajustes compensatórios;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;107;3fc2ee8e73d68fe1c6d6572c9c9e5c0634b663e92cd397f47ee4cc33b7338397
R2-FIN-06;R2;Fechamento, reconciliação e integração financeira;openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md;131;3fc2ee8e73d68fe1c6d6572c9c9e5c0634b663e92cd397f47ee4cc33b7338397
R2-DAD-01;R2;Upload direto e referência imutável por tenant;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;5;8af34c816ab4cda7c0b1f31ea1f38f74d17e927ed7ca089ce2536e560883d56e
R2-DAD-02;R2;Custódia de resultado volumoso;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;29;8af34c816ab4cda7c0b1f31ea1f38f74d17e927ed7ca089ce2536e560883d56e
R2-DAD-03;R2;Retenção por classe e obrigações abertas;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;53;8af34c816ab4cda7c0b1f31ea1f38f74d17e927ed7ca089ce2536e560883d56e
R2-DAD-04;R2;Propriedade, RLS e continuidade de leitura;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;77;8af34c816ab4cda7c0b1f31ea1f38f74d17e927ed7ca089ce2536e560883d56e
R2-DAD-05;R2;Restauração reconciliada sem duplicar efeito;openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md;101;8af34c816ab4cda7c0b1f31ea1f38f74d17e927ed7ca089ce2536e560883d56e
R2-OPE-01;R2;Plataforma local completa e persistente;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;5;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-02;R2;Kubernetes e cinco ambientes coerentes;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;29;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-03;R2;Probes por capacidade e drenagem;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;53;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-04;R2;Escala de pods, nós e dados sem chamados rotineiros;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;77;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-05;R2;Placement, fencing e recursos por ambiente e célula;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;101;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-06;R2;Fallback seletivo e dependências mínimas;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;125;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-07;R2;Telemetria e SLA com investigação acionável;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;149;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-08;R2;Segurança e reprodutibilidade de infraestrutura;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;173;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-OPE-09;R2;SLO, isolamento e continuidade qualificados;openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md;197;dc63a5e7dd9d9dd21b40e22b9ad092d613c9773dd71be892ede591f6530d319f
R2-QUA-01;R2;Rastreabilidade do alvo até evidência;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;5;4034aa209bfa7b58f88de0dcdf5c0e29e050b6416d7a8c28cb671d26ed916550
R2-QUA-02;R2;Fixtures e oráculos independentes reproduzíveis;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;29;4034aa209bfa7b58f88de0dcdf5c0e29e050b6416d7a8c28cb671d26ed916550
R2-QUA-03;R2;Gates de contrato, experiência e operação;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;53;4034aa209bfa7b58f88de0dcdf5c0e29e050b6416d7a8c28cb671d26ed916550
R2-QUA-04;R2;Evolução OpenSpec e baseline sem falso arquivamento;openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md;77;4034aa209bfa7b58f88de0dcdf5c0e29e050b6416d7a8c28cb671d26ed916550
R3-EXE-01;R3;Adapters executáveis e autenticação completa;openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md;5;63321bdc0e7fd5c0b6c0d112c6d11be53c8365afa1c8872c4e9026a8051a0989
R3-EXE-02;R3;Callback com confirmação de custódia;openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md;23;63321bdc0e7fd5c0b6c0d112c6d11be53c8365afa1c8872c4e9026a8051a0989
R3-EXE-03;R3;Recuperação de efeito incerto e fencing;openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md;41;63321bdc0e7fd5c0b6c0d112c6d11be53c8365afa1c8872c4e9026a8051a0989
R3-EXE-04;R3;Relógios de retry, polling e prazo final;openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md;59;63321bdc0e7fd5c0b6c0d112c6d11be53c8365afa1c8872c4e9026a8051a0989
R3-EXE-05;R3;Topologia de mensagens e quarentena recuperável;openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md;77;63321bdc0e7fd5c0b6c0d112c6d11be53c8365afa1c8872c4e9026a8051a0989
R3-CAT-01;R3;Precisão numérica e validação de schemas;openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md;5;542461951b5d5f8a9e85dd0ddc7a0468434352a2e83907a2d75d02548603df7f
R3-CAT-02;R3;Política efetiva e representação por cliente;openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md;23;542461951b5d5f8a9e85dd0ddc7a0468434352a2e83907a2d75d02548603df7f
R3-CAT-03;R3;Agregação e composição com executor de DAG;openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md;41;542461951b5d5f8a9e85dd0ddc7a0468434352a2e83907a2d75d02548603df7f
R3-CAT-04;R3;Resolução indexada e projeção disponível;openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md;59;542461951b5d5f8a9e85dd0ddc7a0468434352a2e83907a2d75d02548603df7f
R3-INT-01;R3;Controle adaptativo conectado a todo I/O;openspec/changes/r3-03-capacidade-credenciais-e-latencia/specs/03-capacidade-credenciais-e-latencia/spec.md;5;4d8fc3077c75e753b3fd86b4df4cb05ffa29b26bce4a16518c6e8ebf100a6728
R3-INT-02;R3;Cache de autenticação isolado e sem tokens no Redis;openspec/changes/r3-03-capacidade-credenciais-e-latencia/specs/03-capacidade-credenciais-e-latencia/spec.md;23;4d8fc3077c75e753b3fd86b4df4cb05ffa29b26bce4a16518c6e8ebf100a6728
R3-INT-03;R3;Pools HTTP e budgets de concorrência;openspec/changes/r3-03-capacidade-credenciais-e-latencia/specs/03-capacidade-credenciais-e-latencia/spec.md;41;4d8fc3077c75e753b3fd86b4df4cb05ffa29b26bce4a16518c6e8ebf100a6728
R3-ADM-01;R3;Fronteira administrativa e aplicação;openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md;5;051ae1465f46a862bf40a2cc8d5e9cc7afea9e8502a6a4820303077dd48063d8
R3-ADM-02;R3;Ações operacionais com API efetiva;openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md;23;051ae1465f46a862bf40a2cc8d5e9cc7afea9e8502a6a4820303077dd48063d8
R3-ADM-03;R3;Comandos financeiros compatíveis;openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md;41;051ae1465f46a862bf40a2cc8d5e9cc7afea9e8502a6a4820303077dd48063d8
R3-ADM-04;R3;Formulários completos e tempo local;openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md;59;051ae1465f46a862bf40a2cc8d5e9cc7afea9e8502a6a4820303077dd48063d8
R3-FIN-01;R3;Reserva estrita e franquia antes do efeito;openspec/changes/r3-05-financeiro-e-entregas/specs/05-financeiro-e-entregas/spec.md;5;098db2cc2907d96415c0001e5985bbcf823a78abaaf0c26ae85837b99e750095
R3-FIN-02;R3;Incidência completa e fechamento operacional;openspec/changes/r3-05-financeiro-e-entregas/specs/05-financeiro-e-entregas/spec.md;23;098db2cc2907d96415c0001e5985bbcf823a78abaaf0c26ae85837b99e750095
R3-FIN-03;R3;Destino de webhook congelado por aplicação;openspec/changes/r3-05-financeiro-e-entregas/specs/05-financeiro-e-entregas/spec.md;41;098db2cc2907d96415c0001e5985bbcf823a78abaaf0c26ae85837b99e750095
R3-OPE-01;R3;Objetos conectados ao fluxo e retenção;openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md;5;c681e576475bb225f3fe544bad2acd1ff9b6c06ec7720cceef6d1783483fd4f2
R3-OPE-02;R3;Kind completo e ambientes reprodutíveis;openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md;23;c681e576475bb225f3fe544bad2acd1ff9b6c06ec7720cceef6d1783483fd4f2
R3-OPE-03;R3;Escala e continuidade com envelope;openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md;41;c681e576475bb225f3fe544bad2acd1ff9b6c06ec7720cceef6d1783483fd4f2
R3-OPE-04;R3;Autoridade durável, isolamento e restore;openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md;59;c681e576475bb225f3fe544bad2acd1ff9b6c06ec7720cceef6d1783483fd4f2
R3-OPE-05;R3;SLA bilateral e telemetria verificável;openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md;77;c681e576475bb225f3fe544bad2acd1ff9b6c06ec7720cceef6d1783483fd4f2
R3-QUA-01;R3;Qualificação integral do SHA sem skips ocultos;openspec/changes/r3-07-qualificacao-integral/specs/07-qualificacao-integral/spec.md;5;6cfb73cbf92d4a89ea8236c009dcdccb09c1348bed0834a6c7355db5489c1e5d
R4-CBK-01;R4;Rota de callback compatível com a autenticação do provedor;openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md;5;05c39f45ae7d6f7debd0e5e025484024776d7e94e6ca16b7110a10689d13348b
R4-CBK-02;R4;Admissão e deduplicação segura da inbox órfã;openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md;23;05c39f45ae7d6f7debd0e5e025484024776d7e94e6ca16b7110a10689d13348b
R4-CBK-03;R4;Recuperador autônomo limitado e independente do HTTP;openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md;41;05c39f45ae7d6f7debd0e5e025484024776d7e94e6ca16b7110a10689d13348b
R4-CBK-04;R4;Uma validação de resultado para SUBMIT, polling e callback;openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md;59;05c39f45ae7d6f7debd0e5e025484024776d7e94e6ca16b7110a10689d13348b
R4-CTR-01;R4;Documento JSON único e tipos sem coerção;openspec/changes/r4-02-contratos-json-estritos/specs/r4-02-contratos-json-estritos/spec.md;5;2c12507934f2061e7110af6739a311883432322b4699620335c73a35a02e61a5
R4-CTR-02;R4;Dialeto de schema publicado e semântica numérica;openspec/changes/r4-02-contratos-json-estritos/specs/r4-02-contratos-json-estritos/spec.md;23;2c12507934f2061e7110af6739a311883432322b4699620335c73a35a02e61a5
R4-OPE-01;R4;L1 utilizável na falha de cofre e coordenação limitada;openspec/changes/r4-03-upgrade-cache-e-crescimento/specs/r4-03-upgrade-cache-e-crescimento/spec.md;5;3176fd8fa4779badcaf03e2c2f94afeb504e124f276d753e625dd16683f8f73c
R4-OPE-02;R4;Upgrade com migração histórica imutável;openspec/changes/r4-03-upgrade-cache-e-crescimento/specs/r4-03-upgrade-cache-e-crescimento/spec.md;23;3176fd8fa4779badcaf03e2c2f94afeb504e124f276d753e625dd16683f8f73c
R4-OPE-03;R4;Consulta de oferta seletiva sem materializar o portfólio;openspec/changes/r4-03-upgrade-cache-e-crescimento/specs/r4-03-upgrade-cache-e-crescimento/spec.md;41;3176fd8fa4779badcaf03e2c2f94afeb504e124f276d753e625dd16683f8f73c
R4-QUA-01;R4;Inventário integral e evidência coerente com o conteúdo;openspec/changes/r4-04-conclusao-integrada-da-baseline/specs/r4-04-conclusao-integrada-da-baseline/spec.md;5;9ed6b619ec77ebf36a5de0c87828cb476ccc8a5d3e11616232c92300b5234847
R4-QUA-02;R4;Entrega vertical do console e baseline remanescente;openspec/changes/r4-04-conclusao-integrada-da-baseline/specs/r4-04-conclusao-integrada-da-baseline/spec.md;23;9ed6b619ec77ebf36a5de0c87828cb476ccc8a5d3e11616232c92300b5234847
R4-QUA-03;R4;Qualificação reproduzível com um ecossistema local;openspec/changes/r4-04-conclusao-integrada-da-baseline/specs/r4-04-conclusao-integrada-da-baseline/spec.md;41;9ed6b619ec77ebf36a5de0c87828cb476ccc8a5d3e11616232c92300b5234847
R5-SEG-01;R5;Autenticação antes de custódia de callback órfão;openspec/changes/r5-01-fronteiras-de-autorizacao/specs/r5-01-fronteiras-de-autorizacao/spec.md;5;081558e82abd9f067ce51022b66f3682b6058895544d58866ee43bade3e433e3
R5-SEG-02;R5;Fallback de oferta respeita negação e revogação;openspec/changes/r5-01-fronteiras-de-autorizacao/specs/r5-01-fronteiras-de-autorizacao/spec.md;23;081558e82abd9f067ce51022b66f3682b6058895544d58866ee43bade3e433e3
R5-SEG-03;R5;Adoção real de RLS e autorização de dados auxiliares;openspec/changes/r5-01-fronteiras-de-autorizacao/specs/r5-01-fronteiras-de-autorizacao/spec.md;41;081558e82abd9f067ce51022b66f3682b6058895544d58866ee43bade3e433e3
R5-EXE-01;R5;Horizonte de retry e SLA verificados antes do despacho;openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md;5;d1d4e195fabd95bbb041f95df949b8091a0d31430846c176ac583937cd220338
R5-EXE-02;R5;Limite de execução de produto atômico e retomável;openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md;23;d1d4e195fabd95bbb041f95df949b8091a0d31430846c176ac583937cd220338
R5-EXE-03;R5;Contrato, provedor e incidência próprios por etapa;openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md;41;d1d4e195fabd95bbb041f95df949b8091a0d31430846c176ac583937cd220338
R5-EXE-04;R5;Compensação tem ordem causal e prazo próprio;openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md;59;d1d4e195fabd95bbb041f95df949b8091a0d31430846c176ac583937cd220338
R5-EXE-05;R5;Topologia de mensagens pronta antes de publicar obrigações;openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md;77;d1d4e195fabd95bbb041f95df949b8091a0d31430846c176ac583937cd220338
R5-DAD-01;R5;Precisão do resultado preservada em todas as fronteiras;openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md;5;a8f10723b00a4262e8d1dc1942c46380793c22b24ce0828c7c69eef5efa6f83a
R5-DAD-02;R5;Restore populado e reconciliação antes de retomada;openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md;23;a8f10723b00a4262e8d1dc1942c46380793c22b24ce0828c7c69eef5efa6f83a
R5-DAD-03;R5;Liquidação por valor efetivo e completude demonstrável;openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md;41;a8f10723b00a4262e8d1dc1942c46380793c22b24ce0828c7c69eef5efa6f83a
R5-DAD-04;R5;Quarentena financeira conserva mensagem recuperável;openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md;59;a8f10723b00a4262e8d1dc1942c46380793c22b24ce0828c7c69eef5efa6f83a
R5-OPE-01;R5;Capacidade sem bypass e recuperação de permits;openspec/changes/r5-04-capacidade-e-promocao-verificaveis/specs/r5-04-capacidade-e-promocao-verificaveis/spec.md;5;53306a4d583f9354301f6d8c6e79b5e5303ac50d6d56a781e44c7a65f1d6a0c3
R5-OPE-02;R5;Promoção exige evidência vinculada ao artefato;openspec/changes/r5-04-capacidade-e-promocao-verificaveis/specs/r5-04-capacidade-e-promocao-verificaveis/spec.md;23;53306a4d583f9354301f6d8c6e79b5e5303ac50d6d56a781e44c7a65f1d6a0c3
R5-OPE-03;R5;Ambientes elásticos com dados duráveis e isolamento completo;openspec/changes/r5-04-capacidade-e-promocao-verificaveis/specs/r5-04-capacidade-e-promocao-verificaveis/spec.md;41;53306a4d583f9354301f6d8c6e79b5e5303ac50d6d56a781e44c7a65f1d6a0c3
R5-UX-01;R5;Console preserva intenção e escala com catálogo;openspec/changes/r5-05-console-escalavel-e-contratual/specs/r5-05-console-escalavel-e-contratual/spec.md;5;bba84156304eed368d757247c21b5c14b36a2ccf21020b9001ffaa59a619d866
R5-QUA-01;R5;Baseline reconciliada e resultados com proveniência;openspec/changes/r5-06-baseline-e-evidencia-integral/specs/r5-06-baseline-e-evidencia-integral/spec.md;5;0667c4c9ea6666de2462c564d290e462e4727d2142b749ce7ac13cb99a56a6f2
R6-SEG-01;R6;RLS no caminho real e prova com dados existentes;openspec/changes/r6-01-isolamento-e-custodia/specs/r6-01-isolamento-e-custodia/spec.md;5;b23ca795d9e9472894488e8507c9a5ec7e08e748897f43509565fb5ce9228475
R6-SEG-02;R6;Callback aceito sobrevive à rotação e à indisponibilidade;openspec/changes/r6-01-isolamento-e-custodia/specs/r6-01-isolamento-e-custodia/spec.md;23;b23ca795d9e9472894488e8507c9a5ec7e08e748897f43509565fb5ce9228475
R6-EXE-01;R6;Snapshot de etapa coerente em todas as identidades;openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md;5;75c9f54821a61e1d94b8c3ee5799a5c236657bb8ed83b17b15cbcdc258dfc7d3
R6-EXE-02;R6;Expiração bloqueia também recuperação DIRECT;openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md;23;75c9f54821a61e1d94b8c3ee5799a5c236657bb8ed83b17b15cbcdc258dfc7d3
R6-EXE-03;R6;Compensação progride após final público;openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md;41;75c9f54821a61e1d94b8c3ee5799a5c236657bb8ed83b17b15cbcdc258dfc7d3
R6-EXE-04;R6;Liberação de slot e intent na mesma transação;openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md;59;75c9f54821a61e1d94b8c3ee5799a5c236657bb8ed83b17b15cbcdc258dfc7d3
R6-FIN-01;R6;Replay financeiro distingue aplicação de nova quarentena;openspec/changes/r6-03-reconciliacao-financeira/specs/r6-03-reconciliacao-financeira/spec.md;5;846d1840d3ab71e8e85308e21116ccd08ba33f622cad714fd7bb5ee429121a43
R6-FIN-02;R6;Completude e liquidação verificáveis no fluxo real;openspec/changes/r6-03-reconciliacao-financeira/specs/r6-03-reconciliacao-financeira/spec.md;23;846d1840d3ab71e8e85308e21116ccd08ba33f622cad714fd7bb5ee429121a43
R6-OPE-01;R6;Gate de promoção vinculado ao artefato e à cobertura;openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md;5;07da0ec663f67d4435cc975aed2f01144032814914ba277137ee6e06910e9b0e
R6-OPE-02;R6;Restore populado com versões e retomada reconciliada;openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md;23;07da0ec663f67d4435cc975aed2f01144032814914ba277137ee6e06910e9b0e
R6-OPE-03;R6;Ambientes e elasticidade com orçamento de dependências;openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md;41;07da0ec663f67d4435cc975aed2f01144032814914ba277137ee6e06910e9b0e
R6-OPE-04;R6;Capacidade obrigatória e feedback recuperável;openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md;59;07da0ec663f67d4435cc975aed2f01144032814914ba277137ee6e06910e9b0e
R6-UX-01;R6;Seletores completos para produtos e rotas;openspec/changes/r6-05-console-operavel/specs/r6-05-console-operavel/spec.md;5;07ad2f5d76860d548fb90d1e67d3f02e8b476c3817f2674110f0959f147885ba
R6-UX-02;R6;Validação e intenção preservadas em toda mutação;openspec/changes/r6-05-console-operavel/specs/r6-05-console-operavel/spec.md;23;07ad2f5d76860d548fb90d1e67d3f02e8b476c3817f2674110f0959f147885ba
R6-QUA-01;R6;Evidência completa e vinculada ao código revisado;openspec/changes/r6-06-evidencia-consolidada/specs/r6-06-evidencia-consolidada/spec.md;5;231214626044a043d1ee52a2d2bff3f0e7c08ef0f3984dd3fc9d226d474d5bc4
