baseline_id;titulo;capability;status_no_snapshot;achados;evidencias;requisitos_r2;changes;cenarios;tarefas;baseline_url;observacao
CFG-02;Publicação governada;configuracao-e-seguranca;NAO_IMPLEMENTADO;"F-17;F-19;F-22";"hub/internal/atlas/store.go:48;hub/internal/atlas/handlers.go:42;hub/internal/orbita/handlers.go:157;hub/deploy/import_hiveplace_collection.sh:38;hub/deploy/import_hiveplace_collection.sh:58;hub/internal/cometa/executor.go:120;hub/migrations/control/0003_provider_api_catalog.sql:4;hub/admin-ui/src/pages/ServicesPage.tsx:81;hub/admin-ui/src/pages/ServicesPage.tsx:122;hub/admin-ui/src/pages/ProviderAccountsPage.tsx:97;hub/admin-ui/src/pages/CredentialBindingsPage.tsx:116";"R2-SEG-05;R2-CAT-01;R2-CAT-06;R2-CAT-07;R2-ADM-04";"r2-01-identidade-e-isolamento;r2-04-catalogo-produtos-e-contratos;r2-05-console-administrativo";"R2-SEG-05-S01;R2-SEG-05-S02;R2-SEG-05-S03;R2-CAT-01-S01;R2-CAT-01-S02;R2-CAT-01-S03;R2-CAT-06-S01;R2-CAT-06-S02;R2-CAT-06-S03;R2-CAT-07-S01;R2-CAT-07-S02;R2-CAT-07-S03;R2-ADM-04-S01;R2-ADM-04-S02;R2-ADM-04-S03";"r2-01-identidade-e-isolamento:2.5/3.5;r2-04-catalogo-produtos-e-contratos:2.1/3.1;r2-04-catalogo-produtos-e-contratos:2.6/3.6;r2-04-catalogo-produtos-e-contratos:2.7/3.7;r2-05-console-administrativo:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L23;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
CFG-03;Manutenção e diagnóstico;configuracao-e-seguranca;NAO_IMPLEMENTADO;"F-21;F-27;F-36";"hub/admin-ui/src/App.tsx:9;hub/internal/atlas/handlers.go:24;hub/internal/libra/handlers.go:25;hub/internal/pulsar/store.go:105;hub/internal/pulsar/worker.go:15;hub/internal/pulsar/worker.go:59;hub/internal/platform/httpserver/metrics.go:16;hub/internal/platform/httpserver/httpserver.go:115;hub/internal/dispatch/contract.go:35;hub/deploy/docker-compose.yml:3";"R2-SEG-03;R2-INT-07;R2-ADM-08;R2-ADM-09;R2-ADM-10";"r2-01-identidade-e-isolamento;r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo";"R2-SEG-03-S01;R2-SEG-03-S02;R2-SEG-03-S03;R2-INT-07-S01;R2-INT-07-S02;R2-INT-07-S03;R2-INT-07-S04;R2-ADM-08-S01;R2-ADM-08-S02;R2-ADM-08-S03;R2-ADM-09-S01;R2-ADM-09-S02;R2-ADM-09-S03;R2-ADM-10-S01;R2-ADM-10-S02;R2-ADM-10-S03";"r2-01-identidade-e-isolamento:2.3/3.3;r2-03-integracoes-credenciais-e-pressao:2.7/3.7;r2-05-console-administrativo:2.8/3.8;r2-05-console-administrativo:2.9/3.9;r2-05-console-administrativo:2.10/3.10";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L46;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
SEG-01;Identidade e autorização;configuracao-e-seguranca;NAO_IMPLEMENTADO;"F-01;F-02;F-13;F-34";"hub/internal/orbita/handlers.go:95;hub/internal/orbita/handlers.go:279;hub/deploy/kong/kong.yml:4;hub/internal/orbita/handlers.go:53;hub/cmd/orbita/main.go:119;hub/internal/atlas/handlers.go:24;hub/deploy/docker-compose.yml:57;hub/internal/providerauth/client.go:57;hub/internal/providerauth/client.go:102;hub/internal/providerauth/client.go:117;hub/internal/queue/queue.go:58;hub/internal/queue/queue.go:126;hub/internal/objectstore/objectstore.go:27;hub/cmd/orbita/main.go:74";"R2-SEG-01;R2-SEG-02;R2-SEG-05;R2-ADM-01;R2-OPE-08";"r2-01-identidade-e-isolamento;r2-05-console-administrativo;r2-08-operacao-elastica-e-observavel";"R2-SEG-01-S01;R2-SEG-01-S02;R2-SEG-01-S03;R2-SEG-02-S01;R2-SEG-02-S02;R2-SEG-02-S03;R2-SEG-05-S01;R2-SEG-05-S02;R2-SEG-05-S03;R2-ADM-01-S01;R2-ADM-01-S02;R2-ADM-01-S03;R2-OPE-08-S01;R2-OPE-08-S02;R2-OPE-08-S03";"r2-01-identidade-e-isolamento:2.1/3.1;r2-01-identidade-e-isolamento:2.2/3.2;r2-01-identidade-e-isolamento:2.5/3.5;r2-05-console-administrativo:2.1/3.1;r2-08-operacao-elastica-e-observavel:2.8/3.8";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L64;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
SEG-02;Destinos, callbacks e dados;configuracao-e-seguranca;NAO_IMPLEMENTADO;"F-03;F-26;F-29;F-41";"hub/internal/cometa/handlers.go:73;hub/internal/cometa/executor.go:267;hub/internal/pulsar/store.go:64;hub/internal/pulsar/store.go:91;hub/internal/pulsar/worker.go:71;hub/migrations/core/0001_init.sql:101;hub/internal/objectstore/objectstore.go:43;hub/internal/objectstore/objectstore.go:56;hub/internal/objectstore/objectstore.go:79;hub/internal/orbita/handlers.go:114;hub/internal/atlas/handlers.go:100;hub/internal/pulsar/handlers.go:24;hub/internal/pulsar/worker.go:80;hub/internal/cometa/executor.go:135";"R2-SEG-04;R2-INT-04;R2-INT-07;R2-DAD-01";"r2-01-identidade-e-isolamento;r2-03-integracoes-credenciais-e-pressao;r2-07-objetos-dados-e-retencao";"R2-SEG-04-S01;R2-SEG-04-S02;R2-SEG-04-S03;R2-INT-04-S01;R2-INT-04-S02;R2-INT-04-S03;R2-INT-04-S04;R2-INT-07-S01;R2-INT-07-S02;R2-INT-07-S03;R2-INT-07-S04;R2-DAD-01-S01;R2-DAD-01-S02;R2-DAD-01-S03";"r2-01-identidade-e-isolamento:2.4/3.4;r2-03-integracoes-credenciais-e-pressao:2.4/3.4;r2-03-integracoes-credenciais-e-pressao:2.7/3.7;r2-07-objetos-dados-e-retencao:2.1/3.1";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L82;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
SEG-03;Isolamento e auditoria;configuracao-e-seguranca;PARCIAL_NAO_QUALIFICADO;"F-01;F-30";"hub/internal/orbita/handlers.go:95;hub/internal/orbita/handlers.go:279;hub/deploy/kong/kong.yml:4;hub/deploy/postgres-init/01-init.sh:8;hub/deploy/docker-compose.yml:56;hub/migrations/core/0001_init.sql:7;hub/migrations/core/0001_init.sql:122";"R2-SEG-01;R2-SEG-02;R2-SEG-05;R2-DAD-04";"r2-01-identidade-e-isolamento;r2-07-objetos-dados-e-retencao";"R2-SEG-01-S01;R2-SEG-01-S02;R2-SEG-01-S03;R2-SEG-02-S01;R2-SEG-02-S02;R2-SEG-02-S03;R2-SEG-05-S01;R2-SEG-05-S02;R2-SEG-05-S03;R2-DAD-04-S01;R2-DAD-04-S02;R2-DAD-04-S03";"r2-01-identidade-e-isolamento:2.1/3.1;r2-01-identidade-e-isolamento:2.2/3.2;r2-01-identidade-e-isolamento:2.5/3.5;r2-07-objetos-dados-e-retencao:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L105;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
CFG-04;Configuração dos novos limites;configuracao-e-seguranca;PARCIAL_NAO_QUALIFICADO;"F-10;F-21";"hub/internal/atlas/store.go:40;hub/internal/orbita/handlers.go:166;hub/internal/cometa/executor.go:182;hub/admin-ui/src/App.tsx:9;hub/internal/atlas/handlers.go:24;hub/internal/libra/handlers.go:25";"R2-INT-05;R2-CAT-01;R2-ADM-07";"r2-03-integracoes-credenciais-e-pressao;r2-04-catalogo-produtos-e-contratos;r2-05-console-administrativo";"R2-INT-05-S01;R2-INT-05-S02;R2-INT-05-S03;R2-INT-05-S04;R2-CAT-01-S01;R2-CAT-01-S02;R2-CAT-01-S03;R2-ADM-07-S01;R2-ADM-07-S02;R2-ADM-07-S03";"r2-03-integracoes-credenciais-e-pressao:2.5/3.5;r2-04-catalogo-produtos-e-contratos:2.1/3.1;r2-05-console-administrativo:2.7/3.7";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L123;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
SEG-04;Administração entre tenants para desenvolvedores;configuracao-e-seguranca;NAO_IMPLEMENTADO;"F-02;F-21";"hub/internal/orbita/handlers.go:53;hub/cmd/orbita/main.go:119;hub/internal/atlas/handlers.go:24;hub/deploy/docker-compose.yml:57;hub/admin-ui/src/App.tsx:9;hub/internal/libra/handlers.go:25";"R2-SEG-03;R2-ADM-01;R2-ADM-08;R2-ADM-09";"r2-01-identidade-e-isolamento;r2-05-console-administrativo";"R2-SEG-03-S01;R2-SEG-03-S02;R2-SEG-03-S03;R2-ADM-01-S01;R2-ADM-01-S02;R2-ADM-01-S03;R2-ADM-08-S01;R2-ADM-08-S02;R2-ADM-08-S03;R2-ADM-09-S01;R2-ADM-09-S02;R2-ADM-09-S03";"r2-01-identidade-e-isolamento:2.3/3.3;r2-05-console-administrativo:2.1/3.1;r2-05-console-administrativo:2.8/3.8;r2-05-console-administrativo:2.9/3.9";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L146;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
CFG-05;Gestão de credenciais Hub–cliente–provedor;configuracao-e-seguranca;PARCIAL_NAO_QUALIFICADO;"F-12;F-26;F-41";"hub/internal/cometa/executor.go:83;hub/internal/cometa/executor.go:142;hub/internal/providerauth/client.go:52;hub/internal/pulsar/store.go:64;hub/internal/pulsar/store.go:91;hub/internal/pulsar/worker.go:71;hub/migrations/core/0001_init.sql:101;hub/internal/atlas/handlers.go:100;hub/internal/pulsar/handlers.go:24;hub/internal/pulsar/worker.go:80;hub/internal/cometa/executor.go:135";"R2-SEG-04;R2-INT-02;R2-ADM-06";"r2-01-identidade-e-isolamento;r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo";"R2-SEG-04-S01;R2-SEG-04-S02;R2-SEG-04-S03;R2-INT-02-S01;R2-INT-02-S02;R2-INT-02-S03;R2-ADM-06-S01;R2-ADM-06-S02;R2-ADM-06-S03";"r2-01-identidade-e-isolamento:2.4/3.4;r2-03-integracoes-credenciais-e-pressao:2.2/3.2;r2-05-console-administrativo:2.6/3.6";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L174;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
CFG-06;Onboarding e capacidade como serviço interno;configuracao-e-seguranca;NAO_IMPLEMENTADO;"F-20;F-21;F-33";"hub/admin-ui/src/App.tsx:7;hub/admin-ui/src/pages/ServicesPage.tsx:15;hub/admin-ui/src/api/atlasClient.ts:70;hub/admin-ui/src/App.tsx:9;hub/internal/atlas/handlers.go:24;hub/internal/libra/handlers.go:25;hub/migrations/control/0001_init.sql:62;hub/deploy/terraform/main.tf:517;hub/deploy/terraform/crossplane/composition.yaml:272;hub/deploy/terraform/main.tf:736";"R2-CAT-08;R2-ADM-02;R2-ADM-03;R2-OPE-04;R2-OPE-05";"r2-04-catalogo-produtos-e-contratos;r2-05-console-administrativo;r2-08-operacao-elastica-e-observavel";"R2-CAT-08-S01;R2-CAT-08-S02;R2-CAT-08-S03;R2-ADM-02-S01;R2-ADM-02-S02;R2-ADM-02-S03;R2-ADM-03-S01;R2-ADM-03-S02;R2-ADM-03-S03;R2-OPE-04-S01;R2-OPE-04-S02;R2-OPE-04-S03;R2-OPE-05-S01;R2-OPE-05-S02;R2-OPE-05-S03";"r2-04-catalogo-produtos-e-contratos:2.8/3.8;r2-05-console-administrativo:2.2/3.2;r2-05-console-administrativo:2.3/3.3;r2-08-operacao-elastica-e-observavel:2.4/3.4;r2-08-operacao-elastica-e-observavel:2.5/3.5";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L197;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
SEG-05;Resolução, rotação e isolamento de segredo;configuracao-e-seguranca;PARCIAL_NAO_QUALIFICADO;"F-12;F-13";"hub/internal/cometa/executor.go:83;hub/internal/cometa/executor.go:142;hub/internal/providerauth/client.go:52;hub/internal/providerauth/client.go:57;hub/internal/providerauth/client.go:102;hub/internal/providerauth/client.go:117";"R2-INT-02;R2-INT-03;R2-ADM-06";"r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo";"R2-INT-02-S01;R2-INT-02-S02;R2-INT-02-S03;R2-INT-03-S01;R2-INT-03-S02;R2-INT-03-S03;R2-ADM-06-S01;R2-ADM-06-S02;R2-ADM-06-S03";"r2-03-integracoes-credenciais-e-pressao:2.2/3.2;r2-03-integracoes-credenciais-e-pressao:2.3/3.3;r2-05-console-administrativo:2.6/3.6";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/configuracao-e-seguranca/spec.md#L220;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
FIN-01;Contrato de aquisição;contratos-e-financeiro;NAO_IMPLEMENTADO;F-23;"hub/internal/libra/consumers.go:17;hub/internal/libra/consumers.go:67;hub/internal/libra/consumers.go:101;hub/internal/atlas/store.go:240";"R2-ADM-11;R2-FIN-01";"r2-05-console-administrativo;r2-06-financeiro-auditavel";"R2-ADM-11-S01;R2-ADM-11-S02;R2-ADM-11-S03;R2-FIN-01-S01;R2-FIN-01-S02;R2-FIN-01-S03";"r2-05-console-administrativo:2.11/3.11;r2-06-financeiro-auditavel:2.1/3.1";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L5;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
FIN-02;Contrato de venda e planos;contratos-e-financeiro;PARCIAL_NAO_QUALIFICADO;"F-23;F-25";"hub/internal/libra/consumers.go:17;hub/internal/libra/consumers.go:67;hub/internal/libra/consumers.go:101;hub/internal/atlas/store.go:240;hub/internal/libra/store.go:27;hub/migrations/finance/0001_init.sql:19;hub/migrations/finance/0001_init.sql:44;hub/internal/libra/handlers.go:25";"R2-CAT-02;R2-ADM-11;R2-FIN-01;R2-FIN-04";"r2-04-catalogo-produtos-e-contratos;r2-05-console-administrativo;r2-06-financeiro-auditavel";"R2-CAT-02-S01;R2-CAT-02-S02;R2-CAT-02-S03;R2-ADM-11-S01;R2-ADM-11-S02;R2-ADM-11-S03;R2-FIN-01-S01;R2-FIN-01-S02;R2-FIN-01-S03;R2-FIN-04-S01;R2-FIN-04-S02;R2-FIN-04-S03";"r2-04-catalogo-produtos-e-contratos:2.2/3.2;r2-05-console-administrativo:2.11/3.11;r2-06-financeiro-auditavel:2.1/3.1;r2-06-financeiro-auditavel:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L28;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
FIN-03;Vigência e snapshot;contratos-e-financeiro;PARCIAL_NAO_QUALIFICADO;F-23;"hub/internal/libra/consumers.go:17;hub/internal/libra/consumers.go:67;hub/internal/libra/consumers.go:101;hub/internal/atlas/store.go:240";"R2-CAT-06;R2-ADM-07;R2-FIN-01";"r2-04-catalogo-produtos-e-contratos;r2-05-console-administrativo;r2-06-financeiro-auditavel";"R2-CAT-06-S01;R2-CAT-06-S02;R2-CAT-06-S03;R2-ADM-07-S01;R2-ADM-07-S02;R2-ADM-07-S03;R2-FIN-01-S01;R2-FIN-01-S02;R2-FIN-01-S03";"r2-04-catalogo-produtos-e-contratos:2.6/3.6;r2-05-console-administrativo:2.7/3.7;r2-06-financeiro-auditavel:2.1/3.1";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L51;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
FIN-04;Medição e chaves econômicas;contratos-e-financeiro;PARCIAL_NAO_QUALIFICADO;"F-05;F-08;F-23;F-25";"hub/internal/cometa/worker.go:34;hub/internal/orbita/factconsumer.go:51;hub/internal/pulsar/consumer.go:38;hub/internal/libra/consumers.go:45;hub/internal/cometa/executor.go:192;hub/internal/cometa/executor.go:219;hub/internal/libra/consumers.go:17;hub/internal/libra/consumers.go:67;hub/internal/libra/consumers.go:101;hub/internal/atlas/store.go:240;hub/internal/libra/store.go:27;hub/migrations/finance/0001_init.sql:19;hub/migrations/finance/0001_init.sql:44;hub/internal/libra/handlers.go:25";"R2-EXE-05;R2-FIN-02";"r2-02-execucao-duravel-e-resultados;r2-06-financeiro-auditavel";"R2-EXE-05-S01;R2-EXE-05-S02;R2-EXE-05-S03;R2-FIN-02-S01;R2-FIN-02-S02;R2-FIN-02-S03";"r2-02-execucao-duravel-e-resultados:2.5/3.5;r2-06-financeiro-auditavel:2.2/3.2";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L84;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
FIN-05;Matriz de incidência;contratos-e-financeiro;NAO_IMPLEMENTADO;F-23;"hub/internal/libra/consumers.go:17;hub/internal/libra/consumers.go:67;hub/internal/libra/consumers.go:101;hub/internal/atlas/store.go:240";"R2-FIN-01;R2-FIN-02;R2-FIN-04";r2-06-financeiro-auditavel;"R2-FIN-01-S01;R2-FIN-01-S02;R2-FIN-01-S03;R2-FIN-02-S01;R2-FIN-02-S02;R2-FIN-02-S03;R2-FIN-04-S01;R2-FIN-04-S02;R2-FIN-04-S03";"r2-06-financeiro-auditavel:2.1/3.1;r2-06-financeiro-auditavel:2.2/3.2;r2-06-financeiro-auditavel:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L107;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
FIN-06;Reserva de saldo e limites;contratos-e-financeiro;PARCIAL_NAO_QUALIFICADO;F-24;"hub/internal/libra/store.go:73;hub/internal/libra/store.go:100;hub/internal/libra/consumers.go:75";"R2-ADM-11;R2-FIN-03";"r2-05-console-administrativo;r2-06-financeiro-auditavel";"R2-ADM-11-S01;R2-ADM-11-S02;R2-ADM-11-S03;R2-FIN-03-S01;R2-FIN-03-S02;R2-FIN-03-S03;R2-FIN-03-S04";"r2-05-console-administrativo:2.11/3.11;r2-06-financeiro-auditavel:2.3/3.3";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L180;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
FIN-07;Apuração e ledger;contratos-e-financeiro;NAO_IMPLEMENTADO;F-25;"hub/internal/libra/store.go:27;hub/migrations/finance/0001_init.sql:19;hub/migrations/finance/0001_init.sql:44;hub/internal/libra/handlers.go:25";"R2-ADM-11;R2-FIN-05";"r2-05-console-administrativo;r2-06-financeiro-auditavel";"R2-ADM-11-S01;R2-ADM-11-S02;R2-ADM-11-S03;R2-FIN-05-S01;R2-FIN-05-S02;R2-FIN-05-S03";"r2-05-console-administrativo:2.11/3.11;r2-06-financeiro-auditavel:2.5/3.5";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L208;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
FIN-08;Fechamento, conciliação e pagamento;contratos-e-financeiro;NAO_IMPLEMENTADO;"F-21;F-25";"hub/admin-ui/src/App.tsx:9;hub/internal/atlas/handlers.go:24;hub/internal/libra/handlers.go:25;hub/internal/libra/store.go:27;hub/migrations/finance/0001_init.sql:19;hub/migrations/finance/0001_init.sql:44";"R2-ADM-11;R2-FIN-06";"r2-05-console-administrativo;r2-06-financeiro-auditavel";"R2-ADM-11-S01;R2-ADM-11-S02;R2-ADM-11-S03;R2-FIN-06-S01;R2-FIN-06-S02;R2-FIN-06-S03";"r2-05-console-administrativo:2.11/3.11;r2-06-financeiro-auditavel:2.6/3.6";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L236;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
FIN-09;Exemplos de referência para QA;contratos-e-financeiro;PARCIAL_NAO_QUALIFICADO;F-25;"hub/internal/libra/store.go:27;hub/migrations/finance/0001_init.sql:19;hub/migrations/finance/0001_init.sql:44;hub/internal/libra/handlers.go:25";"R2-FIN-02;R2-FIN-04";r2-06-financeiro-auditavel;"R2-FIN-02-S01;R2-FIN-02-S02;R2-FIN-02-S03;R2-FIN-04-S01;R2-FIN-04-S02;R2-FIN-04-S03";"r2-06-financeiro-auditavel:2.2/3.2;r2-06-financeiro-auditavel:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L264;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
FIN-10;Quebra de SLA, custo tardio e créditos;contratos-e-financeiro;PARCIAL_NAO_QUALIFICADO;"F-09;F-23;F-24";"hub/internal/orbita/store.go:204;hub/internal/orbita/deadline_timer.go:22;hub/internal/cometa/executor.go:267;hub/internal/libra/consumers.go:17;hub/internal/libra/consumers.go:67;hub/internal/libra/consumers.go:101;hub/internal/atlas/store.go:240;hub/internal/libra/store.go:73;hub/internal/libra/store.go:100;hub/internal/libra/consumers.go:75";"R2-EXE-06;R2-INT-08;R2-ADM-11;R2-FIN-03;R2-FIN-05;R2-FIN-06";"r2-02-execucao-duravel-e-resultados;r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo;r2-06-financeiro-auditavel";"R2-EXE-06-S01;R2-EXE-06-S02;R2-EXE-06-S03;R2-EXE-06-S04;R2-INT-08-S01;R2-INT-08-S02;R2-INT-08-S03;R2-ADM-11-S01;R2-ADM-11-S02;R2-ADM-11-S03;R2-FIN-03-S01;R2-FIN-03-S02;R2-FIN-03-S03;R2-FIN-03-S04;R2-FIN-05-S01;R2-FIN-05-S02;R2-FIN-05-S03;R2-FIN-06-S01;R2-FIN-06-S02;R2-FIN-06-S03";"r2-02-execucao-duravel-e-resultados:2.6/3.6;r2-03-integracoes-credenciais-e-pressao:2.8/3.8;r2-05-console-administrativo:2.11/3.11;r2-06-financeiro-auditavel:2.3/3.3;r2-06-financeiro-auditavel:2.5/3.5;r2-06-financeiro-auditavel:2.6/3.6";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L297;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
FIN-11;Conta, credencial e responsabilidade econômica;contratos-e-financeiro;PARCIAL_NAO_QUALIFICADO;"F-12;F-23";"hub/internal/cometa/executor.go:83;hub/internal/cometa/executor.go:142;hub/internal/providerauth/client.go:52;hub/internal/libra/consumers.go:17;hub/internal/libra/consumers.go:67;hub/internal/libra/consumers.go:101;hub/internal/atlas/store.go:240";"R2-INT-02;R2-FIN-01;R2-FIN-06";"r2-03-integracoes-credenciais-e-pressao;r2-06-financeiro-auditavel";"R2-INT-02-S01;R2-INT-02-S02;R2-INT-02-S03;R2-FIN-01-S01;R2-FIN-01-S02;R2-FIN-01-S03;R2-FIN-06-S01;R2-FIN-06-S02;R2-FIN-06-S03";"r2-03-integracoes-credenciais-e-pressao:2.2/3.2;r2-06-financeiro-auditavel:2.1/3.1;r2-06-financeiro-auditavel:2.6/3.6";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md#L325;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
DEC-01;Decisões arquiteturais de referência;decisoes-e-governanca;DOCUMENTAL;;openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md:5;R2-QUA-04;r2-09-qualificacao-e-rastreabilidade;"R2-QUA-04-S01;R2-QUA-04-S02;R2-QUA-04-S03";r2-09-qualificacao-e-rastreabilidade:2.4/3.4;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md#L5;"Registro normativo existe; aprovação/qualificação não presumida."
DEC-02;Registro de decisões pendentes (P-01 a P-11);decisoes-e-governanca;DOCUMENTAL;F-37;"hub/deploy/k8s/README.md:106;hub/evidence/EVIDENCE.md:1;hub/test/e2e/e2e_test.go:9";R2-QUA-01;r2-09-qualificacao-e-rastreabilidade;"R2-QUA-01-S01;R2-QUA-01-S02;R2-QUA-01-S03";r2-09-qualificacao-e-rastreabilidade:2.1/3.1;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md#L28;"Registro normativo existe; aprovação/qualificação não presumida."
DEC-03;Decisões herdadas da v3 e preservadas;decisoes-e-governanca;DOCUMENTAL;F-39;"openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:68;openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:84;openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:138;openspec/changes/hub-interoperabilidade-v4/tasks.md:1";R2-QUA-04;r2-09-qualificacao-e-rastreabilidade;"R2-QUA-04-S01;R2-QUA-04-S02;R2-QUA-04-S03";r2-09-qualificacao-e-rastreabilidade:2.4/3.4;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md#L56;"Registro normativo existe; aprovação/qualificação não presumida."
