change,spec_file,requirement_id,requirement_title,status,evidence
r2-06-financeiro-auditavel,openspec/changes/r2-06-financeiro-auditavel/specs/financeiro-auditavel-e-conciliacao/spec.md,R2-FIN-06,"R2-FIN-06 — Fechamento, reconciliação e integração financeira",NOT_RUN,
r2-07-objetos-dados-e-retencao,openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md,R2-DAD-01,R2-DAD-01 — Upload direto e referência imutável por tenant,NOT_RUN,
r2-07-objetos-dados-e-retencao,openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md,R2-DAD-02,R2-DAD-02 — Custódia de resultado volumoso,NOT_RUN,
r2-07-objetos-dados-e-retencao,openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md,R2-DAD-03,R2-DAD-03 — Retenção por classe e obrigações abertas,NOT_RUN,
r2-07-objetos-dados-e-retencao,openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md,R2-DAD-04,"R2-DAD-04 — Propriedade, RLS e continuidade de leitura",NOT_RUN,
r2-07-objetos-dados-e-retencao,openspec/changes/r2-07-objetos-dados-e-retencao/specs/objetos-dados-e-retencao/spec.md,R2-DAD-05,R2-DAD-05 — Restauração reconciliada sem duplicar efeito,NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-01,R2-OPE-01 — Plataforma local completa e persistente,NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-02,R2-OPE-02 — Kubernetes e cinco ambientes coerentes,NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-03,R2-OPE-03 — Probes por capacidade e drenagem,NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-04,"R2-OPE-04 — Escala de pods, nós e dados sem chamados rotineiros",NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-05,"R2-OPE-05 — Placement, fencing e recursos por ambiente e célula",NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-06,R2-OPE-06 — Fallback seletivo e dependências mínimas,NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-07,R2-OPE-07 — Telemetria e SLA com investigação acionável,NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-08,R2-OPE-08 — Segurança e reprodutibilidade de infraestrutura,NOT_RUN,
r2-08-operacao-elastica-e-observavel,openspec/changes/r2-08-operacao-elastica-e-observavel/specs/operacao-elastica-e-observavel/spec.md,R2-OPE-09,"R2-OPE-09 — SLO, isolamento e continuidade qualificados",NOT_RUN,
r2-09-qualificacao-e-rastreabilidade,openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md,R2-QUA-01,R2-QUA-01 — Rastreabilidade do alvo até evidência,NOT_RUN,
r2-09-qualificacao-e-rastreabilidade,openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md,R2-QUA-02,R2-QUA-02 — Fixtures e oráculos independentes reproduzíveis,NOT_RUN,
r2-09-qualificacao-e-rastreabilidade,openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md,R2-QUA-03,"R2-QUA-03 — Gates de contrato, experiência e operação",NOT_RUN,
r2-09-qualificacao-e-rastreabilidade,openspec/changes/r2-09-qualificacao-e-rastreabilidade/specs/qualificacao-integrada-r2/spec.md,R2-QUA-04,R2-QUA-04 — Evolução OpenSpec e baseline sem falso arquivamento,NOT_RUN,
r3-01-custodia-e-integracao-externa,openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md,R3-EXE-01,R3-EXE-01 — Adapters executáveis e autenticação completa,NOT_RUN,
r3-01-custodia-e-integracao-externa,openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md,R3-EXE-02,R3-EXE-02 — Callback com confirmação de custódia,NOT_RUN,
r3-01-custodia-e-integracao-externa,openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md,R3-EXE-03,R3-EXE-03 — Recuperação de efeito incerto e fencing,NOT_RUN,
r3-01-custodia-e-integracao-externa,openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md,R3-EXE-04,"R3-EXE-04 — Relógios de retry, polling e prazo final",NOT_RUN,
r3-01-custodia-e-integracao-externa,openspec/changes/r3-01-custodia-e-integracao-externa/specs/01-custodia-e-integracao-externa/spec.md,R3-EXE-05,R3-EXE-05 — Topologia de mensagens e quarentena recuperável,NOT_RUN,
r3-02-portfolio-e-contratos-efetivos,openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md,R3-CAT-01,R3-CAT-01 — Precisão numérica e validação de schemas,NOT_RUN,
r3-02-portfolio-e-contratos-efetivos,openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md,R3-CAT-02,R3-CAT-02 — Política efetiva e representação por cliente,NOT_RUN,
r3-02-portfolio-e-contratos-efetivos,openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md,R3-CAT-03,R3-CAT-03 — Agregação e composição com executor de DAG,NOT_RUN,
r3-02-portfolio-e-contratos-efetivos,openspec/changes/r3-02-portfolio-e-contratos-efetivos/specs/02-portfolio-e-contratos-efetivos/spec.md,R3-CAT-04,R3-CAT-04 — Resolução indexada e projeção disponível,NOT_RUN,
r3-03-capacidade-credenciais-e-latencia,openspec/changes/r3-03-capacidade-credenciais-e-latencia/specs/03-capacidade-credenciais-e-latencia/spec.md,R3-INT-01,R3-INT-01 — Controle adaptativo conectado a todo I/O,NOT_RUN,
r3-03-capacidade-credenciais-e-latencia,openspec/changes/r3-03-capacidade-credenciais-e-latencia/specs/03-capacidade-credenciais-e-latencia/spec.md,R3-INT-02,R3-INT-02 — Cache de autenticação isolado e sem tokens no Redis,NOT_RUN,
r3-03-capacidade-credenciais-e-latencia,openspec/changes/r3-03-capacidade-credenciais-e-latencia/specs/03-capacidade-credenciais-e-latencia/spec.md,R3-INT-03,R3-INT-03 — Pools HTTP e budgets de concorrência,NOT_RUN,
r3-04-console-e-autorizacao,openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md,R3-ADM-01,R3-ADM-01 — Fronteira administrativa e aplicação,NOT_RUN,
r3-04-console-e-autorizacao,openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md,R3-ADM-02,R3-ADM-02 — Ações operacionais com API efetiva,NOT_RUN,
r3-04-console-e-autorizacao,openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md,R3-ADM-03,R3-ADM-03 — Comandos financeiros compatíveis,NOT_RUN,
r3-04-console-e-autorizacao,openspec/changes/r3-04-console-e-autorizacao/specs/04-console-e-autorizacao/spec.md,R3-ADM-04,R3-ADM-04 — Formulários completos e tempo local,NOT_RUN,
r3-05-financeiro-e-entregas,openspec/changes/r3-05-financeiro-e-entregas/specs/05-financeiro-e-entregas/spec.md,R3-FIN-01,R3-FIN-01 — Reserva estrita e franquia antes do efeito,NOT_RUN,
r3-05-financeiro-e-entregas,openspec/changes/r3-05-financeiro-e-entregas/specs/05-financeiro-e-entregas/spec.md,R3-FIN-02,R3-FIN-02 — Incidência completa e fechamento operacional,NOT_RUN,
r3-05-financeiro-e-entregas,openspec/changes/r3-05-financeiro-e-entregas/specs/05-financeiro-e-entregas/spec.md,R3-FIN-03,R3-FIN-03 — Destino de webhook congelado por aplicação,NOT_RUN,
r3-06-dados-plataforma-e-continuidade,openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md,R3-OPE-01,R3-OPE-01 — Objetos conectados ao fluxo e retenção,NOT_RUN,
r3-06-dados-plataforma-e-continuidade,openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md,R3-OPE-02,R3-OPE-02 — Kind completo e ambientes reprodutíveis,NOT_RUN,
r3-06-dados-plataforma-e-continuidade,openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md,R3-OPE-03,R3-OPE-03 — Escala e continuidade com envelope,NOT_RUN,
r3-06-dados-plataforma-e-continuidade,openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md,R3-OPE-04,"R3-OPE-04 — Autoridade durável, isolamento e restore",NOT_RUN,
r3-06-dados-plataforma-e-continuidade,openspec/changes/r3-06-dados-plataforma-e-continuidade/specs/06-dados-plataforma-e-continuidade/spec.md,R3-OPE-05,R3-OPE-05 — SLA bilateral e telemetria verificável,NOT_RUN,
r3-07-qualificacao-integral,openspec/changes/r3-07-qualificacao-integral/specs/07-qualificacao-integral/spec.md,R3-QUA-01,R3-QUA-01 — Qualificação integral do SHA sem skips ocultos,NOT_RUN,
r4-01-callbacks-autenticados-e-recuperaveis,openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md,R4-CBK-01,R4-CBK-01 — Rota de callback compatível com a autenticação do provedor,NOT_RUN,
r4-01-callbacks-autenticados-e-recuperaveis,openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md,R4-CBK-02,R4-CBK-02 — Admissão e deduplicação segura da inbox órfã,NOT_RUN,
r4-01-callbacks-autenticados-e-recuperaveis,openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md,R4-CBK-03,R4-CBK-03 — Recuperador autônomo limitado e independente do HTTP,NOT_RUN,
r4-01-callbacks-autenticados-e-recuperaveis,openspec/changes/r4-01-callbacks-autenticados-e-recuperaveis/specs/r4-01-callbacks-autenticados-e-recuperaveis/spec.md,R4-CBK-04,"R4-CBK-04 — Uma validação de resultado para SUBMIT, polling e callback",NOT_RUN,
r4-02-contratos-json-estritos,openspec/changes/r4-02-contratos-json-estritos/specs/r4-02-contratos-json-estritos/spec.md,R4-CTR-01,R4-CTR-01 — Documento JSON único e tipos sem coerção,NOT_RUN,
r4-02-contratos-json-estritos,openspec/changes/r4-02-contratos-json-estritos/specs/r4-02-contratos-json-estritos/spec.md,R4-CTR-02,R4-CTR-02 — Dialeto de schema publicado e semântica numérica,NOT_RUN,
r4-03-upgrade-cache-e-crescimento,openspec/changes/r4-03-upgrade-cache-e-crescimento/specs/r4-03-upgrade-cache-e-crescimento/spec.md,R4-OPE-01,R4-OPE-01 — L1 utilizável na falha de cofre e coordenação limitada,NOT_RUN,
r4-03-upgrade-cache-e-crescimento,openspec/changes/r4-03-upgrade-cache-e-crescimento/specs/r4-03-upgrade-cache-e-crescimento/spec.md,R4-OPE-02,R4-OPE-02 — Upgrade com migração histórica imutável,NOT_RUN,
r4-03-upgrade-cache-e-crescimento,openspec/changes/r4-03-upgrade-cache-e-crescimento/specs/r4-03-upgrade-cache-e-crescimento/spec.md,R4-OPE-03,R4-OPE-03 — Consulta de oferta seletiva sem materializar o portfólio,NOT_RUN,
r4-04-conclusao-integrada-da-baseline,openspec/changes/r4-04-conclusao-integrada-da-baseline/specs/r4-04-conclusao-integrada-da-baseline/spec.md,R4-QUA-01,R4-QUA-01 — Inventário integral e evidência coerente com o conteúdo,NOT_RUN,
r4-04-conclusao-integrada-da-baseline,openspec/changes/r4-04-conclusao-integrada-da-baseline/specs/r4-04-conclusao-integrada-da-baseline/spec.md,R4-QUA-02,R4-QUA-02 — Entrega vertical do console e baseline remanescente,NOT_RUN,
r4-04-conclusao-integrada-da-baseline,openspec/changes/r4-04-conclusao-integrada-da-baseline/specs/r4-04-conclusao-integrada-da-baseline/spec.md,R4-QUA-03,R4-QUA-03 — Qualificação reproduzível com um ecossistema local,NOT_RUN,
r5-01-fronteiras-de-autorizacao,openspec/changes/r5-01-fronteiras-de-autorizacao/specs/r5-01-fronteiras-de-autorizacao/spec.md,R5-SEG-01,R5-SEG-01 — Autenticação antes de custódia de callback órfão,NOT_RUN,
r5-01-fronteiras-de-autorizacao,openspec/changes/r5-01-fronteiras-de-autorizacao/specs/r5-01-fronteiras-de-autorizacao/spec.md,R5-SEG-02,R5-SEG-02 — Fallback de oferta respeita negação e revogação,NOT_RUN,
r5-01-fronteiras-de-autorizacao,openspec/changes/r5-01-fronteiras-de-autorizacao/specs/r5-01-fronteiras-de-autorizacao/spec.md,R5-SEG-03,R5-SEG-03 — Adoção real de RLS e autorização de dados auxiliares,NOT_RUN,
r5-02-produtos-e-prazos-duraveis,openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md,R5-EXE-01,R5-EXE-01 — Horizonte de retry e SLA verificados antes do despacho,NOT_RUN,
r5-02-produtos-e-prazos-duraveis,openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md,R5-EXE-02,R5-EXE-02 — Limite de execução de produto atômico e retomável,NOT_RUN,
r5-02-produtos-e-prazos-duraveis,openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md,R5-EXE-03,"R5-EXE-03 — Contrato, provedor e incidência próprios por etapa",NOT_RUN,
r5-02-produtos-e-prazos-duraveis,openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md,R5-EXE-04,R5-EXE-04 — Compensação tem ordem causal e prazo próprio,NOT_RUN,
r5-02-produtos-e-prazos-duraveis,openspec/changes/r5-02-produtos-e-prazos-duraveis/specs/r5-02-produtos-e-prazos-duraveis/spec.md,R5-EXE-05,R5-EXE-05 — Topologia de mensagens pronta antes de publicar obrigações,NOT_RUN,
r5-03-integridade-e-reconciliacao,openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md,R5-DAD-01,R5-DAD-01 — Precisão do resultado preservada em todas as fronteiras,NOT_RUN,
r5-03-integridade-e-reconciliacao,openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md,R5-DAD-02,R5-DAD-02 — Restore populado e reconciliação antes de retomada,NOT_RUN,
r5-03-integridade-e-reconciliacao,openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md,R5-DAD-03,R5-DAD-03 — Liquidação por valor efetivo e completude demonstrável,NOT_RUN,
r5-03-integridade-e-reconciliacao,openspec/changes/r5-03-integridade-e-reconciliacao/specs/r5-03-integridade-e-reconciliacao/spec.md,R5-DAD-04,R5-DAD-04 — Quarentena financeira conserva mensagem recuperável,NOT_RUN,
r5-04-capacidade-e-promocao-verificaveis,openspec/changes/r5-04-capacidade-e-promocao-verificaveis/specs/r5-04-capacidade-e-promocao-verificaveis/spec.md,R5-OPE-01,R5-OPE-01 — Capacidade sem bypass e recuperação de permits,NOT_RUN,
r5-04-capacidade-e-promocao-verificaveis,openspec/changes/r5-04-capacidade-e-promocao-verificaveis/specs/r5-04-capacidade-e-promocao-verificaveis/spec.md,R5-OPE-02,R5-OPE-02 — Promoção exige evidência vinculada ao artefato,NOT_RUN,
r5-04-capacidade-e-promocao-verificaveis,openspec/changes/r5-04-capacidade-e-promocao-verificaveis/specs/r5-04-capacidade-e-promocao-verificaveis/spec.md,R5-OPE-03,R5-OPE-03 — Ambientes elásticos com dados duráveis e isolamento completo,NOT_RUN,
r5-05-console-escalavel-e-contratual,openspec/changes/r5-05-console-escalavel-e-contratual/specs/r5-05-console-escalavel-e-contratual/spec.md,R5-UX-01,R5-UX-01 — Console preserva intenção e escala com catálogo,NOT_RUN,
r5-06-baseline-e-evidencia-integral,openspec/changes/r5-06-baseline-e-evidencia-integral/specs/r5-06-baseline-e-evidencia-integral/spec.md,R5-QUA-01,R5-QUA-01 — Baseline reconciliada e resultados com proveniência,NOT_RUN,
r6-01-isolamento-e-custodia,openspec/changes/r6-01-isolamento-e-custodia/specs/r6-01-isolamento-e-custodia/spec.md,R6-SEG-01,R6-SEG-01 — RLS no caminho real e prova com dados existentes,NOT_RUN,
r6-01-isolamento-e-custodia,openspec/changes/r6-01-isolamento-e-custodia/specs/r6-01-isolamento-e-custodia/spec.md,R6-SEG-02,R6-SEG-02 — Callback aceito sobrevive à rotação e à indisponibilidade,NOT_RUN,
r6-02-execucao-coerente-de-produtos,openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md,R6-EXE-01,R6-EXE-01 — Snapshot de etapa coerente em todas as identidades,NOT_RUN,
r6-02-execucao-coerente-de-produtos,openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md,R6-EXE-02,R6-EXE-02 — Expiração bloqueia também recuperação DIRECT,NOT_RUN,
r6-02-execucao-coerente-de-produtos,openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md,R6-EXE-03,R6-EXE-03 — Compensação progride após final público,NOT_RUN,
r6-02-execucao-coerente-de-produtos,openspec/changes/r6-02-execucao-coerente-de-produtos/specs/r6-02-execucao-coerente-de-produtos/spec.md,R6-EXE-04,R6-EXE-04 — Liberação de slot e intent na mesma transação,NOT_RUN,
r6-03-reconciliacao-financeira,openspec/changes/r6-03-reconciliacao-financeira/specs/r6-03-reconciliacao-financeira/spec.md,R6-FIN-01,R6-FIN-01 — Replay financeiro distingue aplicação de nova quarentena,NOT_RUN,
r6-03-reconciliacao-financeira,openspec/changes/r6-03-reconciliacao-financeira/specs/r6-03-reconciliacao-financeira/spec.md,R6-FIN-02,R6-FIN-02 — Completude e liquidação verificáveis no fluxo real,NOT_RUN,
r6-04-qualificacao-operacional,openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md,R6-OPE-01,R6-OPE-01 — Gate de promoção vinculado ao artefato e à cobertura,NOT_RUN,
r6-04-qualificacao-operacional,openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md,R6-OPE-02,R6-OPE-02 — Restore populado com versões e retomada reconciliada,NOT_RUN,
r6-04-qualificacao-operacional,openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md,R6-OPE-03,R6-OPE-03 — Ambientes e elasticidade com orçamento de dependências,NOT_RUN,
r6-04-qualificacao-operacional,openspec/changes/r6-04-qualificacao-operacional/specs/r6-04-qualificacao-operacional/spec.md,R6-OPE-04,R6-OPE-04 — Capacidade obrigatória e feedback recuperável,NOT_RUN,
r6-05-console-operavel,openspec/changes/r6-05-console-operavel/specs/r6-05-console-operavel/spec.md,R6-UX-01,R6-UX-01 — Seletores completos para produtos e rotas,NOT_RUN,
r6-05-console-operavel,openspec/changes/r6-05-console-operavel/specs/r6-05-console-operavel/spec.md,R6-UX-02,R6-UX-02 — Validação e intenção preservadas em toda mutação,NOT_RUN,
r6-06-evidencia-consolidada,openspec/changes/r6-06-evidencia-consolidada/specs/r6-06-evidencia-consolidada/spec.md,R6-QUA-01,R6-QUA-01 — Evidência completa e vinculada ao código revisado,NOT_RUN,
