scenario_key,scenario_id,change,requirement_id,requirement_title,scenario_title,spec,line,source_digest
hub-interoperabilidade-v4:DEC-03:S005,DEC-03:S005,hub-interoperabilidade-v4,DEC-03,Decisões herdadas da v3 e preservadas,IDs de ADR-11 a ADR-18 permanecem estáveis para rastreabilidade entre capítulos,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,79,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S001,DEC-04:S001,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-19 retira a fila obrigatória do caminho SYNC sem fallback silencioso,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,87,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S002,DEC-04:S002,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-20 recupera protocolo perdido por HTTP via idempotência com UUIDv7 universal,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,92,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S003,DEC-04:S003,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-21 proíbe fallback implícito de credencial entre SHARED_HUB e TENANT_DEDICATED,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,97,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S004,DEC-04:S004,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-22 dispensa broker/Atlas/cofre por pedido quando material válido já existe,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,102,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S005,DEC-04:S005,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-25 exige prova específica de RTO e perda de região para uso com impacto em vida/segurança,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S001,DEC-05:S001,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-02 (Crítica) permanece com qualificação pendente até crash/duplicata/UNKNOWN comprovados,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,115,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S002,DEC-05:S002,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-09 (Crítica) exige limite de corte dentro do SLA sem split-brain antes de fechar migração de célula,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,120,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S003,DEC-05:S003,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-12 (Crítica) mantém a referência atual sem qualificar RPO zero regional,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,125,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S004,DEC-05:S004,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação","GAP-05 (Crítica) impede que ""banco opcional"" confirme pedido ou final sem prova de custódia",openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,130,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S005,DEC-05:S005,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-13 (Crítica) restringe oferta de garantia externa que o provedor não sustenta,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,135,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S006,DEC-05:S006,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-15 (Crítica) impede confundir texto completo com disponibilidade comprovada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,140,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-01:S001,OPE-01:S001,hub-interoperabilidade-v4,OPE-01,Modelo de capacidade,Cálculo de operações pendentes e custo de polling,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,8,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-01:S002,OPE-01:S002,hub-interoperabilidade-v4,OPE-01,Modelo de capacidade,Qualificação por perfil misto de carga,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,13,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-01:S003,OPE-01:S003,hub-interoperabilidade-v4,OPE-01,Modelo de capacidade,Ensaio isolado de arquivos grandes,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,18,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-02:S001,OPE-02:S001,hub-interoperabilidade-v4,OPE-02,Estratégia de baixa latência,Consultas finais usam fonte autoritativa sem provedor,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,26,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-02:S002,OPE-02:S002,hub-interoperabilidade-v4,OPE-02,Estratégia de baixa latência,Cache opcional não vira fonte única de correlação,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,31,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-02:S003,OPE-02:S003,hub-interoperabilidade-v4,OPE-02,Estratégia de baixa latência,Orçamento justo de conexões sob autoscaling,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,36,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S001,OPE-03:S001,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,Disponibilidade de admissão e GET local,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,44,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S002,OPE-03:S002,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,Latência de aceite ASYNC e consulta de resultado local,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,49,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S003,OPE-03:S003,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,"Final ASYNC, primeira tentativa de webhook e atualidade financeira",openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,54,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S004,OPE-03:S004,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,RTO de zona e de região não substituem qualificação crítica,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,59,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-04:S001,OPE-04:S001,hub-interoperabilidade-v4,OPE-04,Ambientes e alta disponibilidade,Dependências gerenciadas com HA real antes do gate ppd,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,67,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-04:S002,OPE-04:S002,hub-interoperabilidade-v4,OPE-04,Ambientes e alta disponibilidade,Kind e emulação local não substituem serviços gerenciados,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,72,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-04:S003,OPE-04:S003,hub-interoperabilidade-v4,OPE-04,Ambientes e alta disponibilidade,Isolamento por célula complementa e não substitui separação de ambiente,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,77,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-05:S001,OPE-05:S001,hub-interoperabilidade-v4,OPE-05,"Probes, escala e proteção",Readiness por capacidade evita que falha de envio derrube leitura saudável,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,85,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-05:S002,OPE-05:S002,hub-interoperabilidade-v4,OPE-05,"Probes, escala e proteção",Escala de workers por backlog e idade da obrigação,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,90,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-05:S003,OPE-05:S003,hub-interoperabilidade-v4,OPE-05,"Probes, escala e proteção",Drenagem preserva UNKNOWN em chamada externa incerta,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,95,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-06:S001,OPE-06:S001,hub-interoperabilidade-v4,OPE-06,Observabilidade e runbooks,Alerta de outbox envelhecida preserva pendência,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,103,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-06:S002,OPE-06:S002,hub-interoperabilidade-v4,OPE-06,Observabilidade e runbooks,Divergência financeira bloqueia fechamento incompleto,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,108,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-06:S003,OPE-06:S003,hub-interoperabilidade-v4,OPE-06,Observabilidade e runbooks,Auditoria de negócio não depende de amostragem de trace,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,113,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S001,OPE-07:S001,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Redução multiplicativa sob 429 e Retry-After,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,121,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S002,OPE-07:S002,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Aumento gradual em janela saudável,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,126,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S003,OPE-07:S003,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Falha funcional não reduz capacidade global,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,131,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S004,OPE-07:S004,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Coordenação distribuída em mudança de líder,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,136,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S001,OPE-08:S001,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Classe Compartilhada protegida impõe limites por tenant,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,144,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S002,OPE-08:S002,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Célula dedicada isola deployments e bancos,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,149,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S003,OPE-08:S003,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Dedicada estrita não elimina falha externa global,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,154,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S004,OPE-08:S004,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Teste de ruído entre tenants,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,159,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-09:S001,OPE-09:S001,hub-interoperabilidade-v4,OPE-09,Orçamento de latência e paralelismo,Percentis ponta a ponta medidos no mesmo conjunto de requisições,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,167,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-09:S002,OPE-09:S002,hub-interoperabilidade-v4,OPE-09,Orçamento de latência e paralelismo,SYNC remove fila obrigatória sem remover outbox de fatos,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,172,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-09:S003,OPE-09:S003,hub-interoperabilidade-v4,OPE-09,Orçamento de latência e paralelismo,Reserva de finalização considera prazo e capacidade mínimos,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,177,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-10:S001,OPE-10:S001,hub-interoperabilidade-v4,OPE-10,Aferição de SLA em ambas as relações,Taxa de quebra usa população elegível da coorte,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,185,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-10:S002,OPE-10:S002,hub-interoperabilidade-v4,OPE-10,Aferição de SLA em ambas as relações,Evidência de SLA durável e independente de amostragem,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,190,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-10:S003,OPE-10:S003,hub-interoperabilidade-v4,OPE-10,Aferição de SLA em ambas as relações,Alerta preventivo de orçamento não é violação confirmada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,195,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-11:S001,OPE-11:S001,hub-interoperabilidade-v4,OPE-11,Preservação de informação e limites da garantia,Reconciliação identifica lacuna como incidente,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,203,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-11:S002,OPE-11:S002,hub-interoperabilidade-v4,OPE-11,Preservação de informação e limites da garantia,RPO zero regional exige persistência síncrona confirmada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,208,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-11:S003,OPE-11:S003,hub-interoperabilidade-v4,OPE-11,Preservação de informação e limites da garantia,Operação ambígua preserva UNKNOWN sem inventar resultado,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,213,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-12:S001,OPE-12:S001,hub-interoperabilidade-v4,OPE-12,Escala automática de ponta a ponta,Expansão antecipa saturação de banco/célula,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,221,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-12:S002,OPE-12:S002,hub-interoperabilidade-v4,OPE-12,Escala automática de ponta a ponta,Controller de expansão indisponível não retira capacidade ativa,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,226,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-12:S003,OPE-12:S003,hub-interoperabilidade-v4,OPE-12,Escala automática de ponta a ponta,Falha da autoridade de orçamento admite apenas concessões válidas,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,231,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S001,OPE-13:S001,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Indisponibilidade do Redis usa bypass sem informação crítica exclusiva,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,239,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S002,OPE-13:S002,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Atlas indisponível mantém rotas conhecidas e bloqueia novo onboarding,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,244,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S003,OPE-13:S003,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,PostgreSQL core writer indisponível preserva finais confirmados sem novos efeitos sem posse,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,249,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S004,OPE-13:S004,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Banco financeiro indisponível restringe reservas estritas,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,254,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S005,OPE-13:S005,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,SNS/SQS indisponível recusa ASYNC sem slot durável,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,259,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S006,OPE-13:S006,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,S3 indisponível não finaliza sucesso com referência não confirmada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,264,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S007,OPE-13:S007,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Cofre/KMS indisponível bloqueia apenas o binding afetado,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,269,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S008,OPE-13:S008,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,IdP indisponível não emite nova identidade por conta própria,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,274,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S009,OPE-13:S009,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Controlador de quota externa em partição nega novos tokens,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,279,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S010,OPE-13:S010,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Provedor específico indisponível isola apenas o vínculo afetado,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,284,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S011,OPE-13:S011,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Webhook do cliente indisponível preserva obrigação sem reexecutar produto,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,289,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S012,OPE-13:S012,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Observabilidade indisponível não bloqueia auditoria de negócio,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,294,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-13:S013,OPE-13:S013,hub-interoperabilidade-v4,OPE-13,Matriz de dependências e fallback seguro,Kubernetes API/Crossplane/Karpenter indisponíveis mantêm workloads saudáveis,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,299,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-14:S001,OPE-14:S001,hub-interoperabilidade-v4,OPE-14,Manutenção sem indisponibilidade evitável,Canary/rolling de APIs e workers preserva intenção,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,307,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-14:S002,OPE-14:S002,hub-interoperabilidade-v4,OPE-14,Manutenção sem indisponibilidade evitável,"Manutenção de PostgreSQL demonstra RTO real, não apenas ""multi-AZ""",openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,312,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-14:S003,OPE-14:S003,hub-interoperabilidade-v4,OPE-14,Manutenção sem indisponibilidade evitável,Manutenção que excede orçamento síncrono é falha de disponibilidade,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,317,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-15:S001,OPE-15:S001,hub-interoperabilidade-v4,OPE-15,"Criticidade, tolerância a falhas e continuidade operacional","99,99% mensal não prova adequação a impacto crítico",openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,325,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-15:S002,OPE-15:S002,hub-interoperabilidade-v4,OPE-15,"Criticidade, tolerância a falhas e continuidade operacional",Perda de região com RPO zero exige autoridade transacional qualificada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,330,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-15:S003,OPE-15:S003,hub-interoperabilidade-v4,OPE-15,"Criticidade, tolerância a falhas e continuidade operacional",Durante partição regional apenas um lado aceita efeitos,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,335,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-15:S004,OPE-15:S004,hub-interoperabilidade-v4,OPE-15,"Criticidade, tolerância a falhas e continuidade operacional",Contrato de contingência do consumidor define uso de resultado antigo,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,340,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:EXE-01:S001,EXE-01:S001,hub-interoperabilidade-v4,EXE-01,Admissão durável,Mesma chave e mesmo hash recuperam o protocolo existente,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,8,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:EXE-01:S002,EXE-01:S002,hub-interoperabilidade-v4,EXE-01,Admissão durável,Mesma chave com payload diferente retorna conflito,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,13,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:EXE-01:S003,EXE-01:S003,hub-interoperabilidade-v4,EXE-01,Admissão durável,Resposta perdida após commit é recuperada pela repetição da mesma chave,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,18,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:EXE-01:S004,EXE-01:S004,hub-interoperabilidade-v4,EXE-01,Admissão durável,Ausência de banco de admissão impede confirmar aceite em memória,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,23,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:EXE-02:S001,EXE-02:S001,hub-interoperabilidade-v4,EXE-02,Modos de atendimento,Provedor síncrono em SYNC não converte para 202,openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md,31,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
