scenario_key,scenario_id,change,requirement_id,requirement_title,scenario_title,status,evidence,spec,line,source_digest
hub-interoperabilidade-v4:FIN-11:S004,FIN-11:S004,hub-interoperabilidade-v4,FIN-11,"Conta, credencial e responsabilidade econômica",TENANT_DEDICATED com compra direta do cliente não gera conta a pagar pelo Hub,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,343,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:FIN-11:S005,FIN-11:S005,hub-interoperabilidade-v4,FIN-11,"Conta, credencial e responsabilidade econômica","Rotação de segredo não reinicia medidor, quota ou franquia",NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,348,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:FIN-11:S006,FIN-11:S006,hub-interoperabilidade-v4,FIN-11,"Conta, credencial e responsabilidade econômica",Fato de consumo conserva identificadores completos sem expor valor do segredo,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,353,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:FIN-11:S007,FIN-11:S007,hub-interoperabilidade-v4,FIN-11,"Conta, credencial e responsabilidade econômica",Falha de Libra não autoriza fallback automático de credencial ou pagador,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/contratos-e-financeiro/spec.md,358,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-01:S001,DEC-01:S001,hub-interoperabilidade-v4,DEC-01,Decisões arquiteturais de referência,ADR-04 mantém a custódia do resultado no Hub,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,8,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-01:S002,DEC-01:S002,hub-interoperabilidade-v4,DEC-01,Decisões arquiteturais de referência,ADR-06 recusa promessa de exactly-once sem suporte externo,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,13,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-01:S003,DEC-01:S003,hub-interoperabilidade-v4,DEC-01,Decisões arquiteturais de referência,ADR-05 mantém deadline rígido e TTL sem renovação,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,18,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-01:S004,DEC-01:S004,hub-interoperabilidade-v4,DEC-01,Decisões arquiteturais de referência,Pendências de implantação não decididas por ADR ficam registradas em DEC-02,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,23,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-02:S001,DEC-02:S001,hub-interoperabilidade-v4,DEC-02,Registro de decisões pendentes (P-01 a P-11),P-08 bloqueia a promessa de ausência de perda regional até desenho e prova de recuperação,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,31,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-02:S002,DEC-02:S002,hub-interoperabilidade-v4,DEC-02,Registro de decisões pendentes (P-01 a P-11),P-10 bloqueia oferta com impacto em vida/segurança até perfil de criticidade aprovado,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,36,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-02:S003,DEC-02:S003,hub-interoperabilidade-v4,DEC-02,Registro de decisões pendentes (P-01 a P-11),P-11 bloqueia o gate ppd de expansão automática até envelopes e quotas aprovados,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,41,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-02:S004,DEC-02:S004,hub-interoperabilidade-v4,DEC-02,Registro de decisões pendentes (P-01 a P-11),P-01 bloqueia IaC remota e o gate ppd até a topologia de plataforma ser aprovada,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,46,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-02:S005,DEC-02:S005,hub-interoperabilidade-v4,DEC-02,Registro de decisões pendentes (P-01 a P-11),P-09 bloqueia o gate G0 da fatia até responsáveis e aprovação da v4 registrados,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,51,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-03:S001,DEC-03:S001,hub-interoperabilidade-v4,DEC-03,Decisões herdadas da v3 e preservadas,ADR-12 impede que retorno tardio após EXPIRED por SLA vire sucesso,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,59,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-03:S002,DEC-03:S002,hub-interoperabilidade-v4,DEC-03,Decisões herdadas da v3 e preservadas,ADR-18 mantém o compromisso regional de RPO zero bloqueado até desenho adequado,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,64,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-03:S003,DEC-03:S003,hub-interoperabilidade-v4,DEC-03,Decisões herdadas da v3 e preservadas,Consulta de resultado pendente usa representação unificada (200) herdada da correção v2→v3,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,69,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-03:S004,DEC-03:S004,hub-interoperabilidade-v4,DEC-03,Decisões herdadas da v3 e preservadas,A antiga meta regional de RPO de 15 minutos não é mais padrão implícito,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,74,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-03:S005,DEC-03:S005,hub-interoperabilidade-v4,DEC-03,Decisões herdadas da v3 e preservadas,IDs de ADR-11 a ADR-18 permanecem estáveis para rastreabilidade entre capítulos,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,79,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S001,DEC-04:S001,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-19 retira a fila obrigatória do caminho SYNC sem fallback silencioso,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,87,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S002,DEC-04:S002,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-20 recupera protocolo perdido por HTTP via idempotência com UUIDv7 universal,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,92,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S003,DEC-04:S003,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-21 proíbe fallback implícito de credencial entre SHARED_HUB e TENANT_DEDICATED,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,97,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S004,DEC-04:S004,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-22 dispensa broker/Atlas/cofre por pedido quando material válido já existe,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,102,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-04:S005,DEC-04:S005,hub-interoperabilidade-v4,DEC-04,Decisões e compatibilidade introduzidas na v4,ADR-25 exige prova específica de RTO e perda de região para uso com impacto em vida/segurança,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S001,DEC-05:S001,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-02 (Crítica) permanece com qualificação pendente até crash/duplicata/UNKNOWN comprovados,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,115,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S002,DEC-05:S002,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-09 (Crítica) exige limite de corte dentro do SLA sem split-brain antes de fechar migração de célula,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,120,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S003,DEC-05:S003,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-12 (Crítica) mantém a referência atual sem qualificar RPO zero regional,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,125,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S004,DEC-05:S004,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação","GAP-05 (Crítica) impede que ""banco opcional"" confirme pedido ou final sem prova de custódia",NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,130,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S005,DEC-05:S005,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-13 (Crítica) restringe oferta de garantia externa que o provedor não sustenta,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,135,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:DEC-05:S006,DEC-05:S006,hub-interoperabilidade-v4,DEC-05,"Registro de gaps, riscos e mitigação",GAP-15 (Crítica) impede confundir texto completo com disponibilidade comprovada,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md,140,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-01:S001,OPE-01:S001,hub-interoperabilidade-v4,OPE-01,Modelo de capacidade,Cálculo de operações pendentes e custo de polling,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,8,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-01:S002,OPE-01:S002,hub-interoperabilidade-v4,OPE-01,Modelo de capacidade,Qualificação por perfil misto de carga,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,13,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-01:S003,OPE-01:S003,hub-interoperabilidade-v4,OPE-01,Modelo de capacidade,Ensaio isolado de arquivos grandes,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,18,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-02:S001,OPE-02:S001,hub-interoperabilidade-v4,OPE-02,Estratégia de baixa latência,Consultas finais usam fonte autoritativa sem provedor,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,26,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-02:S002,OPE-02:S002,hub-interoperabilidade-v4,OPE-02,Estratégia de baixa latência,Cache opcional não vira fonte única de correlação,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,31,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-02:S003,OPE-02:S003,hub-interoperabilidade-v4,OPE-02,Estratégia de baixa latência,Orçamento justo de conexões sob autoscaling,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,36,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S001,OPE-03:S001,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,Disponibilidade de admissão e GET local,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,44,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S002,OPE-03:S002,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,Latência de aceite ASYNC e consulta de resultado local,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,49,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S003,OPE-03:S003,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,"Final ASYNC, primeira tentativa de webhook e atualidade financeira",NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,54,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-03:S004,OPE-03:S004,hub-interoperabilidade-v4,OPE-03,SLOs e semântica de garantia,RTO de zona e de região não substituem qualificação crítica,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,59,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-04:S001,OPE-04:S001,hub-interoperabilidade-v4,OPE-04,Ambientes e alta disponibilidade,Dependências gerenciadas com HA real antes do gate ppd,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,67,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-04:S002,OPE-04:S002,hub-interoperabilidade-v4,OPE-04,Ambientes e alta disponibilidade,Kind e emulação local não substituem serviços gerenciados,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,72,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-04:S003,OPE-04:S003,hub-interoperabilidade-v4,OPE-04,Ambientes e alta disponibilidade,Isolamento por célula complementa e não substitui separação de ambiente,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,77,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-05:S001,OPE-05:S001,hub-interoperabilidade-v4,OPE-05,"Probes, escala e proteção",Readiness por capacidade evita que falha de envio derrube leitura saudável,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,85,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-05:S002,OPE-05:S002,hub-interoperabilidade-v4,OPE-05,"Probes, escala e proteção",Escala de workers por backlog e idade da obrigação,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,90,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-05:S003,OPE-05:S003,hub-interoperabilidade-v4,OPE-05,"Probes, escala e proteção",Drenagem preserva UNKNOWN em chamada externa incerta,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,95,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-06:S001,OPE-06:S001,hub-interoperabilidade-v4,OPE-06,Observabilidade e runbooks,Alerta de outbox envelhecida preserva pendência,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,103,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-06:S002,OPE-06:S002,hub-interoperabilidade-v4,OPE-06,Observabilidade e runbooks,Divergência financeira bloqueia fechamento incompleto,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,108,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-06:S003,OPE-06:S003,hub-interoperabilidade-v4,OPE-06,Observabilidade e runbooks,Auditoria de negócio não depende de amostragem de trace,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,113,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S001,OPE-07:S001,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Redução multiplicativa sob 429 e Retry-After,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,121,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S002,OPE-07:S002,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Aumento gradual em janela saudável,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,126,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S003,OPE-07:S003,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Falha funcional não reduz capacidade global,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,131,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-07:S004,OPE-07:S004,hub-interoperabilidade-v4,OPE-07,Amortecimento e controle adaptativo do provedor,Coordenação distribuída em mudança de líder,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,136,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S001,OPE-08:S001,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Classe Compartilhada protegida impõe limites por tenant,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,144,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S002,OPE-08:S002,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Célula dedicada isola deployments e bancos,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,149,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S003,OPE-08:S003,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Dedicada estrita não elimina falha externa global,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,154,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-08:S004,OPE-08:S004,hub-interoperabilidade-v4,OPE-08,Isolamento de concorrência e células,Teste de ruído entre tenants,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,159,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-09:S001,OPE-09:S001,hub-interoperabilidade-v4,OPE-09,Orçamento de latência e paralelismo,Percentis ponta a ponta medidos no mesmo conjunto de requisições,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,167,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-09:S002,OPE-09:S002,hub-interoperabilidade-v4,OPE-09,Orçamento de latência e paralelismo,SYNC remove fila obrigatória sem remover outbox de fatos,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,172,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-09:S003,OPE-09:S003,hub-interoperabilidade-v4,OPE-09,Orçamento de latência e paralelismo,Reserva de finalização considera prazo e capacidade mínimos,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,177,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-10:S001,OPE-10:S001,hub-interoperabilidade-v4,OPE-10,Aferição de SLA em ambas as relações,Taxa de quebra usa população elegível da coorte,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,185,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:OPE-10:S002,OPE-10:S002,hub-interoperabilidade-v4,OPE-10,Aferição de SLA em ambas as relações,Evidência de SLA durável e independente de amostragem,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md,190,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
